image_name,Pprompt,Nprompt,illusion_strength,label,LLaVa_IllusionAnimals_ill_images,LLaVa_IllusionAnimals_illusion_images_filtered,LLaVa_IllusionAnimals_illusionless_images,LLaVa_IllusionAnimals_illusionless_images_filtered,LLaVa_IllusionAnimals_raw_images
IllusionAnimals_426,"Forest stream meets rocky falls, sunlight filters through canopy",low quality,2.5,elephant, snake, elephant, No illusion, No illusion, elephant
IllusionAnimals_427,A cloudy sky with a bolt of lightning striking a windmill,low quality,2.5,elephant, elephant, elephant, pigeon, No illusion, elephant
IllusionAnimals_428,Lightning striking glacier in Patagonia,low quality,2.5,elephant, snake, elephant, No illusion, No illusion, elephant
IllusionAnimals_429,A tranquil bamboo forest swaying in the breeze,low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_430,"Silent mountains embrace turquoise lake, sunlight paints ripples",low quality,2.5,elephant, elephant, horse, No illusion, No illusion, elephant
IllusionAnimals_431,Fire tornado ripping through California wildfires,low quality,2.5,elephant, No illusion, elephant, No illusion, pigeon, elephant
IllusionAnimals_432,"A beach with umbrella, sun and ocean",low quality,2.5,elephant, fish, elephant, No illusion, cat, elephant
IllusionAnimals_433,Eerie underwater lab with glowing fish and abandoned research equipment,low quality,2.5,elephant, fish, elephant, fish, No illusion, elephant
IllusionAnimals_434,A desert with a lake in the middle,low quality,2.5,elephant, No illusion, elephant, No illusion, No illusion, elephant
IllusionAnimals_435,A quaint village blanketed in winter snow with twinkling lights,low quality,2.5,elephant, dog, elephant, dog, No illusion, elephant
IllusionAnimals_436,"Foggy lake, ancient trees reach limbs, morning sun paints ripples",low quality,2.5,elephant, cat, elephant, No illusion, elephant, elephant
IllusionAnimals_437,A cozy New Year's Eve toast at midnight,low quality,2.5,elephant, cat, elephant, rooster, rooster, elephant
IllusionAnimals_438,A secret underground cavern lit by glowing crystals,low quality,2.5,elephant, snake, elephant, No illusion, cat, elephant
IllusionAnimals_439,"Neon city zoomed at night, palm trees reaching sky's edge",low quality,2.5,elephant, pigeon, elephant, pigeon, cat, elephant
IllusionAnimals_440,A vast green meadowland with a cottage in the distance,low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_441,A bustling city skyline at night with neon lights,low quality,2.5,elephant, pigeon, elephant, No illusion, No illusion, elephant
IllusionAnimals_442,Windswept dunes meet turquoise waves at sunset,low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_443,A secret underground cavern lit by glowing crystals,low quality,2.5,elephant, elephant, elephant, snake, No illusion, elephant
IllusionAnimals_444,A tropical island paradise with sandy beaches and crystal-clear waters,low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_445,A giant robot overlooking a city at night,low quality,2.5,elephant, elephant, elephant, cat, dog, elephant
IllusionAnimals_446,A solitary lighthouse on a stormy cliff,low quality,2.5,elephant, dog, elephant, No illusion, No illusion, elephant
IllusionAnimals_447,A classic car driving along a coastal highway,low quality,2.5,elephant, dog, elephant, No illusion, No illusion, elephant
IllusionAnimals_448,A enchanting moonlit garden abloom with fireflies,low quality,2.5,elephant, deer, elephant, cat, cat, elephant
IllusionAnimals_449,"A cascading waterfall illuminates the canyon with glowing light, shadow dancing over rocks",low quality,2.5,elephant, snake, elephant, No illusion, No illusion, elephant
IllusionAnimals_450,Sandy dunes meet turquoise seas under a stormy sky,low quality,2.5,elephant, fish, elephant, No illusion, No illusion, elephant
IllusionAnimals_451,Osprey dive-bombing for fish in wetlands,low quality,2.5,elephant, pigeon, elephant, pigeon, pigeon, elephant
IllusionAnimals_452,A starry night sky with a crescent moon and silhouette of a tree,low quality,2.5,elephant, elephant, elephant, No illusion, pigeon, elephant
IllusionAnimals_453,"A vibrant forest glows with bioluminescent light, revealing hidden secrets",low quality,2.5,elephant, cat, elephant, No illusion, No illusion, elephant
IllusionAnimals_454,Vibrant hot air balloons floating over green hills,low quality,2.5,elephant, No illusion, elephant, No illusion, dog, elephant
IllusionAnimals_455,A bustling city street with neon lights and bustling crowds,low quality,2.5,elephant, No illusion, elephant, No illusion, No illusion, elephant
IllusionAnimals_456,A dark forest with a glowing mushroom,low quality,2.5,elephant, elephant, elephant, butterfly, cat, elephant
IllusionAnimals_457,Lenticular clouds hovering above Andean peaks,low quality,2.5,elephant, No illusion, elephant, pigeon, pigeon, elephant
IllusionAnimals_458,Turquoise lagoon shaded by palms,low quality,2.5,elephant, cat, elephant, No illusion, No illusion, elephant
IllusionAnimals_459,African wild dog hunting impala,low quality,2.5,elephant, dog, elephant, deer, deer, elephant
IllusionAnimals_460,A small house near seashore,low quality,2.5,elephant, pigeon, elephant, fish, dog, elephant
IllusionAnimals_461,"Sunbeams pierce dark forest depths, river flow washes over rocks, birds call from branches",low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_462,Baby turtle emerging from its shell into ocean waves,low quality,2.5,elephant, snake, elephant, cat, cat, elephant
IllusionAnimals_463,"Sea meets forest, waves crash softly, sunlight filters through canopy",low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_464,Leopard lounging in tree branches,low quality,2.5,elephant, cat, elephant, cat, snake, elephant
IllusionAnimals_465,"Pulse of the city fades to sea, mountains rise in rhythmic sway, river meets the history",low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_466,Bear cub playing in wildflower meadow,low quality,2.5,elephant, deer, elephant, dog, dog, elephant
IllusionAnimals_467,A futuristic cityscape with flying cars and neon signs,low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_468,Cherry Blossoms fluttering softly,low quality,2.5,elephant, pigeon, elephant, butterfly, No illusion, elephant
IllusionAnimals_469,A colorful meadow with a flowing river and vibrant hot air balloons,low quality,2.5,elephant, elephant, elephant, butterfly, dog, elephant
IllusionAnimals_470,A lively fairground with games and rides galore,low quality,2.5,elephant, cat, elephant, No illusion, elephant, elephant
IllusionAnimals_471,"Ancient trees reach for the stars, sunlight filters through branches, river flows silently",low quality,2.5,elephant, elephant, elephant, dog, pigeon, elephant
IllusionAnimals_472,A foggy forest with a single path,low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_473,Dolphins leaping in sparkling sea,low quality,2.5,elephant, dog, elephant, fish, dog, elephant
IllusionAnimals_474,A whimsical carnival with colorful tents and a merry-go-round,low quality,2.5,elephant, pigeon, elephant, No illusion, dog, elephant
IllusionAnimals_475,A futuristic cityscape illuminated by neon lights,low quality,2.5,elephant, horse, elephant, No illusion, No illusion, elephant
IllusionAnimals_476,A snowy forest with deer grazing on the fresh white snow,low quality,2.5,elephant, deer, elephant, deer, deer, elephant
IllusionAnimals_477,A serene beach at sunset with palm trees and gentle waves,low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_478,"A serene reflection of stars in a tranquil lake, moonlight cascading over mountains",low quality,2.5,elephant, No illusion, elephant, No illusion, fish, elephant
IllusionAnimals_479,A serene countryside blanketed in a field of blooming lavender,low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_480,"Neon reflections dance over futuristic cityscape, vibrant river flows below",low quality,2.5,elephant, snake, elephant, No illusion, No illusion, elephant
IllusionAnimals_481,"Embraced by moonlight, ancient city walls glow with a soft, luminescent light",low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_482,Sloth hanging nonchalantly from branch in Central America,low quality,2.5,elephant, snake, elephant, snake, snake, elephant
IllusionAnimals_483,"Sun paints mountains golden glow, river whispers secrets below, birds dance in silent show",low quality,2.5,elephant, elephant, elephant, pigeon, rooster, elephant
IllusionAnimals_484,"Vast expanse of ocean waves, crashing against rocky cliffs, sunlight paints patterns",low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_485,Sunset over a calm tropical lake,low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_486,Elephant herd bathing in river,low quality,2.5,elephant, elephant, elephant, elephant, elephant, elephant
IllusionAnimals_487,A hauntingly beautiful graveyard shrouded in fog,low quality,2.5,elephant, dog, elephant, No illusion, No illusion, elephant
IllusionAnimals_488,A colorful coral reef teeming with diverse marine life,low quality,2.5,elephant, snake, elephant, fish, dog, elephant
IllusionAnimals_489,A futuristic city with flying cars and skyscrapers,low quality,2.5,elephant, cat, elephant, No illusion, No illusion, elephant
IllusionAnimals_490,A majestic waterfall cascading into a crystal clear pool,low quality,2.5,elephant, fish, elephant, No illusion, No illusion, elephant
IllusionAnimals_491,"A modern city with skyscrapers, trees, and a river",low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_492,A vast savannah dotted with grazing zebras,low quality,2.5,elephant, elephant, elephant, elephant, No illusion, elephant
IllusionAnimals_493,"Eerie silence hangs over abandoned factory, moonlight bathes ghostly figures",low quality,2.5,elephant, dog, dog, No illusion, No illusion, elephant
IllusionAnimals_494,A romantic candlelit dinner under the stars,low quality,2.5,elephant, dog, elephant, dog, cat, elephant
IllusionAnimals_495,"A hazy sky reflects on a tranquil lake, moonlight bathing the surrounding mountains",low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_496,Wildflower superbloom covering Californian desert,low quality,2.5,elephant, No illusion, elephant, No illusion, No illusion, elephant
IllusionAnimals_497,"Pulse of the city fades to sea, mountains rise in rhythmic sway, river meets the history",low quality,2.5,elephant, elephant, elephant, fish, dog, elephant
IllusionAnimals_498,A desert with a lake in the middle,low quality,2.5,elephant, elephant, elephant, fish, No illusion, elephant
IllusionAnimals_499,"Neon glow fills abandoned mining tunnels, eerie silence haunts the depths",low quality,2.5,elephant, cat, elephant, No illusion, No illusion, elephant
IllusionAnimals_500,"Eerie silence surrounds snow-covered forest, glowing moon casts long shadows",low quality,2.5,elephant, elephant, elephant, No illusion, No illusion, elephant
IllusionAnimals_501,A grand castle perched atop a hill overlooking a medieval town,low quality,2.5,horse, pigeon, horse, dog, dog, horse
IllusionAnimals_502,A thunderstorm brewing over a field of wildflowers,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_503,"Neon outlines of futuristic structures illuminate the sky, reflected in the river below",low quality,2.5,horse, dog, horse, elephant, No illusion, horse
IllusionAnimals_504,"Gentle waves lap sandy shores, seagulls soar above, salty spray fills the air",low quality,2.5,horse, horse, horse, fish, No illusion, horse
IllusionAnimals_505,"Swirling patterns of light paint the night sky, stars forming constellations",low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_506,"Sea meets forest, waves crash softly, sunlight filters through canopy",low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_507,Cougar (Puma) surveying territory from lofty vantage point,low quality,2.5,horse, cat, horse, deer, cat, horse
IllusionAnimals_508,A vibrant forest with lush vegetation and a meandering river,low quality,2.5,horse, snake, horse, fish, No illusion, horse
IllusionAnimals_509,A Labor Day picnic spending quality time,low quality,2.5,horse, cat, horse, cat, No illusion, horse
IllusionAnimals_510,A Fourth of July firework show lighting up skies,low quality,2.5,horse, horse, horse, dog, No illusion, horse
IllusionAnimals_511,A majestic palace with gilded gates and marble columns,low quality,2.5,horse, horse, horse, elephant, No illusion, horse
IllusionAnimals_512,A secluded cabin nestled in a snowy forest,low quality,2.5,horse, dog, horse, cat, No illusion, horse
IllusionAnimals_513,A lonely cottage in autumn forest,low quality,2.5,horse, No illusion, horse, No illusion, No illusion, horse
IllusionAnimals_514,Tranquil forest with birds singing in the canopy,low quality,2.5,horse, horse, horse, pigeon, No illusion, horse
IllusionAnimals_515,A grand castle perched atop a hill overlooking a medieval town,low quality,2.5,horse, cat, horse, No illusion, No illusion, horse
IllusionAnimals_516,Wisteria draped elegantly over arbor,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_517,A creepy abandoned asylum with boarded up windows and rusted gates,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_518,"Golden sunrise paints mountains gold, river reflects in quiet lake, birds sing softly",low quality,2.5,horse, pigeon, horse, pigeon, dog, horse
IllusionAnimals_519,A bustling harbor filled with fishing boats and seagulls,low quality,2.5,horse, pigeon, horse, pigeon, No illusion, horse
IllusionAnimals_520,A solitary lighthouse on a stormy cliff,low quality,2.5,horse, pigeon, horse, No illusion, No illusion, horse
IllusionAnimals_521,A dense forest with lofty mountains and a meandering river,low quality,2.5,horse, horse, horse, No illusion, snake, horse
IllusionAnimals_522,"Neon rays illuminate a futuristic city, reflecting off robots and sleek structures",low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_523,Rainbow appearing after a summer rainstorm,low quality,2.5,horse, butterfly, horse, pigeon, No illusion, horse
IllusionAnimals_524,"Ancient trees reach for the stars, sunlight filters through branches, river flows silently",low quality,2.5,horse, horse, horse, elephant, elephant, horse
IllusionAnimals_525,A peaceful meadow with a rainbow stretching across the sky,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_526,A thrilling ski slope adventure on snowy peaks,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_527,Curious squirrel climbing up tree trunk,low quality,2.5,horse, snake, horse, snake, deer, horse
IllusionAnimals_528,A hidden waterfall cascading into a crystal-clear pool,low quality,2.5,horse, elephant, horse, No illusion, No illusion, horse
IllusionAnimals_529,A snowy forest with deer grazing on the fresh white snow,low quality,2.5,horse, cat, horse, deer, No illusion, horse
IllusionAnimals_530,Foggy graveyard with crooked tombstones under moonlight,low quality,2.5,horse, cat, horse, dog, cat, horse
IllusionAnimals_531,"Sun sets over volcanic mountains, glowing lava reflects on river surface",low quality,2.5,horse, horse, horse, No illusion, snake, horse
IllusionAnimals_532,"Vast, glowing nebula engulfing a towering space station, stars twinkling beyond",low quality,2.5,horse, horse, horse, No illusion, elephant, horse
IllusionAnimals_533,Misty mountains with a flowing river,low quality,2.5,horse, No illusion, elephant, No illusion, No illusion, horse
IllusionAnimals_534,Mountain goats traversing rugged terrain,low quality,2.5,horse, horse, horse, deer, deer, horse
IllusionAnimals_535,A busy marketplace filled with colorful stalls,low quality,2.5,horse, dog, horse, No illusion, No illusion, horse
IllusionAnimals_536,A majestic waterfall plunging into a misty abyss,low quality,2.5,horse, dog, horse, dog, dog, horse
IllusionAnimals_537,"Starlight spills over snow-covered mountains, lone cabin huddled in valley below",low quality,2.5,horse, dog, horse, No illusion, dog, horse
IllusionAnimals_538,"Glowing fields of wildflowers stretch endlessly, vintage tractor leaves dusty trail",low quality,2.5,horse, No illusion, horse, No illusion, No illusion, horse
IllusionAnimals_539,Muskoxen forming protective circle,low quality,2.5,horse, horse, horse, cat, elephant, horse
IllusionAnimals_540,"Golden light teases mountain tops, river reflects rainbow hues, birds sing softly",low quality,2.5,horse, horse, horse, cat, No illusion, horse
IllusionAnimals_541,A fantastical kingdom ruled by mermaids,low quality,2.5,horse, fish, horse, fish, cat, horse
IllusionAnimals_542,Dreamy lavender field billowing softly,low quality,2.5,horse, No illusion, No illusion, No illusion, No illusion, horse
IllusionAnimals_543,Sandy shore strewn with driftwood,low quality,2.5,horse, No illusion, dog, No illusion, No illusion, horse
IllusionAnimals_544,A rustic barn surrounded by fields of golden wheat,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_545,"A majestic sunrise illuminates the mountains, casting long shadows over valleys below",low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_546,"A vast, lush jungle with mist-shrouded mountains and a winding river",low quality,2.5,horse, horse, horse, cat, snake, horse
IllusionAnimals_547,"Golden waves meet silver foam, city lights reflect in gentle glow, birds dance in silent storm",low quality,2.5,horse, horse, horse, pigeon, No illusion, horse
IllusionAnimals_548,"Vast ocean waves reflect a radiant sunrise, painting the sky with vibrant hues",low quality,2.5,horse, snake, horse, No illusion, No illusion, horse
IllusionAnimals_549,Komodo Dragon slithering stealthily,low quality,2.5,horse, snake, horse, snake, snake, horse
IllusionAnimals_550,Jellyfish undulating rhythmically,low quality,2.5,horse, fish, horse, fish, fish, horse
IllusionAnimals_551,"A quaint cottage in a flower-filled meadow, surrounded by hills",low quality,2.5,horse, cat, horse, No illusion, No illusion, horse
IllusionAnimals_552,A celestial universe filled with planets and galaxies,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_553,A tranquil pond surrounded by weeping willows and lily pads,low quality,2.5,horse, elephant, horse, No illusion, No illusion, horse
IllusionAnimals_554,A vast savannah dotted with grazing zebras,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_555,"Serene underwater city bathed in bioluminescent light, creatures floating gracefully",low quality,2.5,horse, horse, horse, fish, elephant, horse
IllusionAnimals_556,A field of vibrant wildflowers under a clear blue sky,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_557,"Abandoned spaceship adrift in a nebula, bathed in swirling light",low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_558,Swallows swooping low over tranquil pond,low quality,2.5,horse, pigeon, horse, pigeon, pigeon, horse
IllusionAnimals_559,A bustling city street lined with colorful shops and towering skyscrapers,low quality,2.5,horse, No illusion, horse, No illusion, No illusion, horse
IllusionAnimals_560,"Gentle waves meet mountain rocks, sunlight reflects in sparkling spray, birds flutter over the ocean",low quality,2.5,horse, horse, horse, pigeon, No illusion, horse
IllusionAnimals_561,Volcanic landscape with flowing lava and levitating plants,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_562,"A lone astronaut floats in the vastness of space, constellations forming a path",low quality,2.5,horse, horse, horse, No illusion, cat, horse
IllusionAnimals_563,A hauntingly beautiful graveyard shrouded in fog,low quality,2.5,horse, horse, horse, cat, No illusion, horse
IllusionAnimals_564,A serene lake surrounded by lush green forests,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_565,A grand cathedral with intricate stained glass windows and spires,low quality,2.5,horse, cat, horse, No illusion, No illusion, horse
IllusionAnimals_566,A medieval castle standing proudly atop a hill,low quality,2.5,horse, pigeon, horse, No illusion, No illusion, horse
IllusionAnimals_567,A foggy forest with a winding river,low quality,2.5,horse, horse, horse, snake, snake, horse
IllusionAnimals_568,Dolphin pod joyously riding wake,low quality,2.5,horse, dog, dog, dog, dog, horse
IllusionAnimals_569,"Mountain sunlight paints meadow meadows, wildflowers bloom in vibrant hues, birds flutter freely",low quality,2.5,horse, No illusion, horse, No illusion, No illusion, horse
IllusionAnimals_570,A tranquil pond inhabited by graceful swans,low quality,2.5,horse, horse, horse, fish, No illusion, horse
IllusionAnimals_571,"Desolate desert landscape, shifting sands illuminated by distant stars",low quality,2.5,horse, No illusion, horse, No illusion, No illusion, horse
IllusionAnimals_572,A bustling city street with neon lights and bustling crowds,low quality,2.5,horse, No illusion, horse, No illusion, No illusion, horse
IllusionAnimals_573,Osprey dive-bombing for fish in wetlands,low quality,2.5,horse, pigeon, horse, fish, pigeon, horse
IllusionAnimals_574,A hiker on top of a hill overlooking camp,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_575,Rustic lighthouse on rocky coastline amid crashing waves,low quality,2.5,horse, dog, horse, No illusion, No illusion, horse
IllusionAnimals_576,A vibrant marketplace with vendors selling exotic fruits and spices,low quality,2.5,horse, snake, horse, cat, No illusion, horse
IllusionAnimals_577,A lonely tree on a vast plain,low quality,2.5,horse, horse, horse, dog, No illusion, horse
IllusionAnimals_578,A Holi Festival of Colors splashing happiness,low quality,2.5,horse, butterfly, horse, elephant, No illusion, horse
IllusionAnimals_579,Urban city with skyscrapers and traffic,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_580,A peaceful meadow with wildflowers,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_581,A lone sailboat drifting peacefully on calm waters,low quality,2.5,horse, horse, horse, snake, No illusion, horse
IllusionAnimals_582,A bustling city square adorned with festive decorations,low quality,2.5,horse, cat, horse, No illusion, No illusion, horse
IllusionAnimals_583,A spooky graveyard under a full moon,low quality,2.5,horse, cat, horse, cat, No illusion, horse
IllusionAnimals_584,Buffalo thundering across Great Plains,low quality,2.5,horse, elephant, horse, elephant, elephant, horse
IllusionAnimals_585,A steampunk world powered by gears and clockworks,low quality,2.5,horse, pigeon, horse, cat, No illusion, horse
IllusionAnimals_586,A serene lake with lush forest and mountains,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_587,Sunbeams illuminate a cascade of water falling over a majestic rock formation,low quality,2.5,horse, fish, horse, No illusion, No illusion, horse
IllusionAnimals_588,Tropical storm forming off distant Caribbean island,low quality,2.5,horse, dog, horse, snake, No illusion, horse
IllusionAnimals_589,"A serene reflection of stars in a tranquil lake, moonlight cascading over mountains",low quality,2.5,horse, horse, horse, fish, cat, horse
IllusionAnimals_590,Male lion walking on a path in misty forest,low quality,2.5,horse, dog, horse, dog, cat, horse
IllusionAnimals_591,Urban city with skyscrapers and traffic,low quality,2.5,horse, cat, horse, No illusion, No illusion, horse
IllusionAnimals_592,A train on a bridge over a deep valley,low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_593,A bustling city street with neon lights,low quality,2.5,horse, dog, horse, No illusion, No illusion, horse
IllusionAnimals_594,"Ancient tree branch forms a bridge over crystal river, sunlight filters down",low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_595,"Gentle waves lap sandy beach, moonlight paints waves with silver glow",low quality,2.5,horse, horse, horse, fish, No illusion, horse
IllusionAnimals_596,"Steam rises from meadow meadows, wildflowers bloom in vibrant hues, birds flutter",low quality,2.5,horse, horse, horse, butterfly, No illusion, horse
IllusionAnimals_597,An arctic fox in a snowy tundra,low quality,2.5,horse, dog, horse, dog, deer, horse
IllusionAnimals_598,"Silent mountains embrace turquoise lake, sunlight paints ripples",low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_599,A peaceful rice terrace overlooking a tranquil valley,low quality,2.5,horse, elephant, horse, cat, No illusion, horse
IllusionAnimals_600,"Sea meets forest, waves crash softly, sunlight filters through canopy",low quality,2.5,horse, horse, horse, No illusion, No illusion, horse
IllusionAnimals_601,"Mountain river meets ocean waves, sunlight dances on spray, salty air fills the world",low quality,2.5,deer, deer, deer, No illusion, No illusion, deer
IllusionAnimals_602,A fog-enshrouded swamp filled with ominous croaks,low quality,2.5,deer, elephant, deer, No illusion, cat, deer
IllusionAnimals_603,Volcanic lightning illuminating ash plume,low quality,2.5,deer, pigeon, deer, pigeon, elephant, deer
IllusionAnimals_604,A lovely wedding reception held in elegant hall,low quality,2.5,deer, deer, deer, cat, dog, deer
IllusionAnimals_605,Enchanted forest with mythical creatures,low quality,2.5,deer, deer, deer, deer, No illusion, deer
IllusionAnimals_606,A misty bamboo forest with mountains,low quality,2.5,deer, elephant, deer, No illusion, No illusion, deer
IllusionAnimals_607,A vast desert with towering dunes and a lone camel,low quality,2.5,deer, elephant, deer, elephant, elephant, deer
IllusionAnimals_608,"Sunbeams filter through leaves, river winds through canyon, mist hangs in the air",low quality,2.5,deer, cat, deer, No illusion, No illusion, deer
IllusionAnimals_609,"Ancient city emerges from forest depths, moonlight illuminates towering structures",low quality,2.5,deer, deer, deer, cat, dog, deer
IllusionAnimals_610,An abandoned castle shrouded in mist atop a lonely hill,low quality,2.5,deer, rooster, deer, No illusion, pigeon, deer
IllusionAnimals_611,Lion pride resting under acacia tree,low quality,2.5,deer, cat, deer, cat, dog, deer
IllusionAnimals_612,"Sun washes over river's surface, birds soar through canyon glow, sunlight filters through trees",low quality,2.5,deer, deer, deer, fish, No illusion, deer
IllusionAnimals_613,"Gentle breeze blows through forest trees, river whispers secrets, sunlight filters through leaves",low quality,2.5,deer, elephant, deer, No illusion, No illusion, deer
IllusionAnimals_614,A Guru Nanak Jayanti langar serving equality,low quality,2.5,deer, elephant, deer, cat, No illusion, deer
IllusionAnimals_615,A desert with a lake in the middle,low quality,2.5,deer, deer, deer, fish, fish, deer
IllusionAnimals_616,"Spiral staircase ascends towering crystal tower, city lights twinkle below",low quality,2.5,deer, deer, deer, butterfly, snake, deer
IllusionAnimals_617,A pirate ship battling with a sea monster,low quality,2.5,deer, fish, deer, pigeon, snake, deer
IllusionAnimals_618,A futuristic city with flying cars and skyscrapers,low quality,2.5,deer, fish, deer, pigeon, No illusion, deer
IllusionAnimals_619,A futuristic city with skyscrapers surrounded by flying cars,low quality,2.5,deer, dog, deer, No illusion, No illusion, deer
IllusionAnimals_620,A field of vibrant wildflowers under a clear blue sky,low quality,2.5,deer, dog, dog, No illusion, No illusion, deer
IllusionAnimals_621,A misty moor shrouded in fog with mysterious standing stones,low quality,2.5,deer, pigeon, deer, No illusion, No illusion, deer
IllusionAnimals_622,A starry night sky over a tranquil lake,low quality,2.5,deer, deer, deer, No illusion, No illusion, deer
IllusionAnimals_623,A snow-covered mountain peak piercing the clouds in a rugged wilderness,low quality,2.5,deer, No illusion, horse, pigeon, dog, deer
IllusionAnimals_624,Elegant peacock spreading tail feathers wide open,low quality,2.5,deer, butterfly, deer, rooster, elephant, deer
IllusionAnimals_625,A vast desert with dunes and a lone camel,low quality,2.5,deer, elephant, deer, No illusion, No illusion, deer
IllusionAnimals_626,"Moonlight bathes serene lake, reflecting off mountains against the night sky",low quality,2.5,deer, No illusion, deer, No illusion, cat, deer
IllusionAnimals_627,Radiant sunflowers facing the midday sun,low quality,2.5,deer, horse, deer, cat, No illusion, deer
IllusionAnimals_628,A mystical floating island in a sea of clouds,low quality,2.5,deer, deer, deer, butterfly, elephant, deer
IllusionAnimals_629,Cobbled street lined with ivy-clad buildings,low quality,2.5,deer, elephant, deer, cat, No illusion, deer
IllusionAnimals_630,Spectacular lightning bolt piercing darkened sky,low quality,2.5,deer, deer, deer, No illusion, No illusion, deer
IllusionAnimals_631,"Golden sunlight beams through fallen leaves, river gracefully winds its secrets untold, birds metaphorically free",low quality,2.5,deer, deer, deer, No illusion, No illusion, deer
IllusionAnimals_632,Ocean wave curling gracefully onto beach,low quality,2.5,deer, fish, deer, No illusion, No illusion, deer
IllusionAnimals_633,A futuristic city with flying cars and skyscrapers,low quality,2.5,deer, No illusion, deer, cat, dog, deer
IllusionAnimals_634,A hidden cave illuminated by glowing mushrooms,low quality,2.5,deer, deer, deer, cat, dog, deer
IllusionAnimals_635,A futuristic cityscape with flying cars and neon lights,low quality,2.5,deer, pigeon, deer, fish, No illusion, deer
IllusionAnimals_636,A field of sunflowers with bees collecting pollen from the blooms,low quality,2.5,deer, deer, dog, No illusion, No illusion, deer
IllusionAnimals_637,Winding country road bordered by blooming apple orchards,low quality,2.5,deer, dog, deer, No illusion, No illusion, deer
IllusionAnimals_638,A Halloween costume party embracing creativity,low quality,2.5,deer, deer, deer, cat, No illusion, deer
IllusionAnimals_639,A mystical moonlit forest with glowing fireflies and unseen creatures,low quality,2.5,deer, elephant, deer, butterfly, No illusion, deer
IllusionAnimals_640,A Ramadan Iftar meal breaking fast lovingly,low quality,2.5,deer, No illusion, deer, No illusion, dog, deer
IllusionAnimals_641,Tropical storm forming off distant Caribbean island,low quality,2.5,deer, horse, deer, fish, elephant, deer
IllusionAnimals_642,A desert with a lake in the middle,low quality,2.5,deer, deer, deer, fish, dog, deer
IllusionAnimals_643,A quaint village nestled in the rolling green hills of the countryside,low quality,2.5,deer, elephant, deer, No illusion, No illusion, deer
IllusionAnimals_644,Verdant valley cradled by hills,low quality,2.5,deer, deer, deer, cat, No illusion, deer
IllusionAnimals_645,Tranquil forest with birds singing in the canopy,low quality,2.5,deer, cat, deer, pigeon, No illusion, deer
