image_name,Pprompt,Nprompt,illusion_strength,label,ill_images,illusion_images_filtered,illusionless_images,illusionless_images_filtered,raw_images
FashionMnist_578,"Silent mountains reflecting in a serene lake, sunlight filtering through falling leaves",low quality,1.5,0, 'No illusion', Dress, 'No illusion', 'No illusion', Dress
FashionMnist_579,"Space station orbiting a purple planet, stars swirling around it",low quality,1.5,3, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Coat
FashionMnist_580,A fields of golden wheat swaying in the breeze under a blue sky,low quality,1.5,8, 'No illusion', 'No illusion', 'No illusion', 'No illusion', The correct class is 'Bag'.
FashionMnist_581,Eerie hospital corridor with shattered glass and flickering lights,low quality,1.5,7, 'No illusion', No illusion, 'No illusion', 'No illusion', Sneaker
FashionMnist_582,A fantasy castle with a moat and drawbridge,low quality,1.5,6, 'No illusion', 'No illusion', 'No illusion', 'No illusion', 'Shirt'
FashionMnist_583,Rainbow appearing after a summer rainstorm,low quality,1.5,7, 'No illusion', Sneaker, 'No illusion', 'No illusion', Sneaker
FashionMnist_584,Wild horses running free in windswept grasslands,low quality,1.5,9, 'No illusion', Sneaker, No illusion, 'No illusion', Ankle boot
FashionMnist_585,Birds singing harmoniously at dawn,low quality,1.5,3, No illusion, 'No illusion', No illusion, 'No illusion', Dress
FashionMnist_586,Sparkling diamond dusting freshly fallen snow,low quality,1.5,4, 'Pullover', 'No illusion', 'No illusion', 'No illusion', 'Coat'
FashionMnist_587,A misty forest clearing with sunlight filtering through the canopy,low quality,1.5,6, 'No illusion', Shirt, 'No illusion', 'No illusion', T-shirt/top
FashionMnist_588,A bustling city street with neon lights and bustling crowds,low quality,1.5,6, No illusion, 'No illusion', No illusion, 'No illusion', The correct class is 'T-shirt/top'.
FashionMnist_589,A rocky landscape with an ancient sword in the foreground,low quality,1.5,5, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Trouser
FashionMnist_590,"Sunbeams filter through forest leaves, river winds through mountains, birds dance around",low quality,1.5,0, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Dress
FashionMnist_591,Moon setting behind rolling sand dunes in early dawn light,low quality,1.5,1, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Trouser
FashionMnist_592,"Gentle waves meet volcanic cliffs, stars twinkle above",low quality,1.5,1, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Dress
FashionMnist_593,A fox running through a field of flowers,low quality,1.5,5, No illusion, 'No illusion', No illusion, 'No illusion', Sandal
FashionMnist_594,Old stone bridge over crystal clear mountain stream,low quality,1.5,9, 'No illusion', 'Ankle boot', 'No illusion', 'No illusion', Ankle boot
FashionMnist_595,Tranquil forest with birds singing in the canopy,low quality,1.5,4, No illusion, Coat, 'No illusion', 'No illusion', Dress
FashionMnist_596,"Sunsets over sand dunes, shadows stretch, silence blankets the desert",low quality,1.5,6, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Pullover
FashionMnist_597,A quaint village blanketed in winter snow with twinkling lights,low quality,1.5,5, No illusion, 'No illusion', No illusion, 'No illusion', Dress
FashionMnist_598,Lion pride resting under acacia tree,low quality,1.5,7, No illusion, 'No illusion', No illusion, 'No illusion', Sneaker
FashionMnist_599,A rugged canyon carved by a winding river,low quality,1.5,8, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Hat
FashionMnist_600,"A vibrant sunset paints the mountains in shades of gold, casting long shadows",low quality,1.5,1, 'No illusion', 'Dress', 'No illusion', 'No illusion', Trouser
FashionMnist_601,A thrilling rollercoaster ride at amusement park,low quality,1.5,2, 'No illusion', 'No illusion', No illusion, 'No illusion', Dress
FashionMnist_602,A rustic farm with cows grazing in a green pasture,low quality,1.5,9, 'No illusion', 'No illusion', No illusion, 'No illusion', Ankle boot
FashionMnist_603,"Mountain river meets ocean waves, sunlight dances on spray, salty air fills the world",low quality,1.5,7, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Trouser
FashionMnist_604,A rustic farmhouse surrounded by fields of wheat,low quality,1.5,7, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Trouser
FashionMnist_605,"Sunset over calm ocean, with silhouette of palm trees",low quality,1.5,1, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Trouser
FashionMnist_606,A bustling carnival with colorful lights and rides,low quality,1.5,0, 'No illusion', 'T-shirt/top', 'No illusion', 'No illusion', The correct class is 'T-shirt/top'.
FashionMnist_607,"A foggy forest with twisting, moss-covered trees",low quality,1.5,9, 'No illusion', 'Ankle boot', 'No illusion', No illusion, Ankle boot
FashionMnist_608,Tranquil lake reflecting starry night sky,low quality,1.5,3, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Dress
FashionMnist_609,A mystical forest enchanted by swirling mist,low quality,1.5,2, No illusion, 'Coat', 'No illusion', 'No illusion', 'Pullover'
FashionMnist_610,Snowcapped mountains against azure sky,low quality,1.5,9, 'No illusion', Sneaker, 'No illusion', 'No illusion', Ankle boot
FashionMnist_611,African wild dog hunting impala,low quality,1.5,0, 'No illusion', 'No illusion', No illusion, No illusion, T-shirt/top
FashionMnist_612,An ancient castle perched on a cliff overlooking the sea,low quality,1.5,7, 'No illusion', Sneaker, 'No illusion', 'No illusion', Sandal
FashionMnist_613,Wisteria draped elegantly over arbor,low quality,1.5,6, The correct class is 'No illusion'., Dress, No illusion, 'No illusion', Dress
FashionMnist_614,A rugged canyon carved by a winding river,low quality,1.5,8, 'No illusion', 'Bag', 'No illusion', 'No illusion', Sandal
FashionMnist_615,A serene meadow with colorful wildflowers,low quality,1.5,2, 'Dress', Coat, 'No illusion', 'No illusion', 'Pullover'
FashionMnist_616,A futuristic space station orbiting Earth,low quality,1.5,7, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Sneaker
FashionMnist_617,A castle on a hill overlooking a village,low quality,1.5,0, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Dress
FashionMnist_618,Pelican skillfully catching schooling fish,low quality,1.5,2, No illusion, 'No illusion', No illusion, No illusion, 'T-shirt/top'
FashionMnist_619,A magnificent sunset over the ocean with sailboats,low quality,1.5,3, No illusion, Dress, No illusion, No illusion, Dress
FashionMnist_620,A secret garden hidden behind a hidden door in a wall,low quality,1.5,8, No illusion, 'No illusion', No illusion, 'No illusion', Trouser
FashionMnist_621,A thunderstorm brewing over a field of wildflowers,low quality,1.5,2, 'No illusion', 'T-shirt/top', 'No illusion', 'No illusion', 'Pullover'
FashionMnist_622,A mystical forest shrouded in mist,low quality,1.5,2, No illusion, Coat, 'No illusion', 'No illusion', 'Coat'
FashionMnist_623,A serene lake surrounded by lush green forest,low quality,1.5,6, 'No illusion', 'T-shirt/top', No illusion, 'No illusion', T-shirt/top
FashionMnist_624,A busy marketplace filled with colorful stalls,low quality,1.5,9, 'No illusion', 'No illusion', No illusion, 'No illusion', Sneaker
FashionMnist_625,"Sunrise paints mountains golden, river meanders through valleys, birds sing in harmony",low quality,1.5,3, 'No illusion', Dress, 'No illusion', 'No illusion', Dress
FashionMnist_626,"Silent mountains reflecting in a serene lake, sunlight filtering through falling leaves",low quality,1.5,0, No illusion, 'T-shirt/top', 'No illusion', 'No illusion', The class of the picture is 'T-shirt/top'.
FashionMnist_627,"Eerie tree silhouette against crimson sunset, clouds cast shifting shadows",low quality,1.5,7, 'No illusion', Sneaker, 'No illusion', 'No illusion', Sneaker
FashionMnist_628,Hummingbird drinking nectar,low quality,1.5,8, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Sandal
FashionMnist_629,Birds singing harmoniously at dawn,low quality,1.5,6, No illusion, 'T-shirt/top', No illusion, 'No illusion', The correct class is 'T-shirt/top'.
FashionMnist_630,A vast desert landscape with towering sand dunes,low quality,1.5,2, 'No illusion', 'T-shirt/top', 'No illusion', 'No illusion', The correct class is 'T-shirt/top'.
FashionMnist_631,"Eerie silence surrounds abandoned temple, glow of sunrise illuminates crumbling walls",low quality,1.5,9, No illusion, Sneaker, 'No illusion', 'No illusion', Sneaker
FashionMnist_632,"Vast, moonlit desert with faraway stars in the sky",low quality,1.5,4, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Coat
FashionMnist_633,A bustling city skyline at night,low quality,1.5,2, 'No illusion', No illusion, 'No illusion', 'No illusion', 'Pullover'
FashionMnist_634,A quirky steampunk city with gears and turbines everywhere,low quality,1.5,6, 'No illusion', T-shirt/top, 'No illusion', 'No illusion', T-shirt/top
FashionMnist_635,"Gentle waves lap sandy shores, seagulls soar above, salty spray fills the air",low quality,1.5,6, No illusion, Coat, No illusion, 'No illusion', 'Shirt'
FashionMnist_636,"Ancient city emerges from forest depths, moonlight illuminates towering structures",low quality,1.5,8, The correct class is 'No illusion'., No illusion, 'No illusion', 'No illusion', Trouser
FashionMnist_637,"Serene reflection of stars in a calm lake, moonlight cascading over mountains",low quality,1.5,0, 'No illusion', 'T-shirt/top', 'No illusion', 'No illusion', 'T-shirt/top'
FashionMnist_638,"Whipped cream dream swirls around ballerina, city lights twinkle like stars",low quality,1.5,4, 'No illusion', Dress, Dress, Dress, Coat
FashionMnist_639,"Windswept dunes meeting turquoise sea, rolling waves foam and crest",low quality,1.5,4, 'No illusion', 'Coat', 'No illusion', 'No illusion', Coat
FashionMnist_640,A verdant jungle with towering mountains and a winding river,low quality,1.5,4, No illusion, 'Pullover', 'No illusion', 'No illusion', 'Pullover'
FashionMnist_641,Sunset over the pier,low quality,1.5,7, 'No illusion', 'Sneaker', 'No illusion', 'No illusion', Sneaker
FashionMnist_642,"Role-playing figures gather in a mystical forest, embraced by ethereal light",low quality,1.5,5, 'Dress', No illusion, No illusion, 'No illusion', Sandal
FashionMnist_643,A snow-capped mountain reflected in a crystal-clear lake,low quality,1.5,8, No illusion, 'No illusion', 'No illusion', 'No illusion', The class of the object in the picture is 'Bag'.
FashionMnist_644,Curious squirrel climbing up tree trunk,low quality,1.5,4, No illusion, 'No illusion', No illusion, 'No illusion', Coat
FashionMnist_645,A magical underwater kingdom with colorful coral reefs and marine life,low quality,1.5,9, No illusion, 'Ankle boot', No illusion, 'No illusion', Ankle boot
FashionMnist_646,A serene lake surrounded by lush green forests,low quality,1.5,1, No illusion, Trouser, 'No illusion', 'No illusion', Trouser
FashionMnist_647,"Sunbeams pierce dark forest depths, river flow washes over rocks, birds call from branches",low quality,1.5,0, 'No illusion', 'T-shirt/top', 'No illusion', 'No illusion', Dress
FashionMnist_648,A distant futuristic city with floating buildings,low quality,1.5,5, 'No illusion', No illusion, 'No illusion', 'No illusion', Sandal
FashionMnist_649,Dolphins leaping in sparkling sea,low quality,1.5,4, No illusion, 'No illusion', No illusion, No illusion, Coat
FashionMnist_650,A sunrise in the savanna,low quality,1.5,4, 'No illusion', 'No illusion', 'No illusion', No illusion, The class of the object in the picture is 'Coat'.
FashionMnist_651,Koala dozing comfortably in eucalyptus tree,low quality,1.5,4, No illusion, 'No illusion', No illusion, 'No illusion', 'Coat'
FashionMnist_652,A castle on a hill overlooking a village,low quality,1.5,0, 'No illusion', 'T-shirt/top', 'No illusion', 'No illusion', Dress
FashionMnist_653,A Guru Nanak Jayanti langar serving equality,low quality,1.5,0, 'No illusion', T-shirt/top, 'No illusion', 'No illusion', The correct class is 'T-shirt/top'.
FashionMnist_654,"Golden sunrise paints mountains gold, river reflects in quiet lake, birds sing softly",low quality,1.5,4, No illusion, 'No illusion', 'No illusion', 'No illusion', 'Coat'
FashionMnist_655,A train on a bridge over a deep valley,low quality,1.5,5, 'No illusion', 'Car', 'No illusion', 'No illusion', Sandal
FashionMnist_656,"Embraced by moonlight, ancient city walls glow with a soft, luminescent light",low quality,1.5,6, 'No illusion', Coat, 'No illusion', 'No illusion', 'Shirt'
FashionMnist_657,"Sunbeams peek through canopy leaves, river whispers secrets in the wind, birds dance in harmonious circles",low quality,1.5,0, No illusion, 'T-shirt/top', 'No illusion', 'No illusion', 'T-shirt/top'
FashionMnist_658,A grand ballroom filled with elegant dancers in lavish attire,low quality,1.5,4, Dress, 'No illusion', Dress, 'No illusion', Coat
FashionMnist_659,Sparkling diamond dusting freshly fallen snow,low quality,1.5,5, Sandal, Sandal, 'No illusion', 'No illusion', Sandal
FashionMnist_660,A grand palace with ornate golden gates and pillars,low quality,1.5,4, No illusion, 'No illusion', 'No illusion', 'No illusion', The class of the picture is 'Pullover'.
FashionMnist_661,Mountain goats traversing rugged terrain,low quality,1.5,1, No illusion, Trouser, 'No illusion', 'No illusion', Trouser
FashionMnist_662,Radiant sunflowers facing the midday sun,low quality,1.5,3, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Trouser
FashionMnist_663,A rustic barn surrounded by fields of golden wheat,low quality,1.5,1, No illusion, No illusion, 'No illusion', 'No illusion', Trouser
FashionMnist_664,A bustling city street with neon lights,low quality,1.5,1, No illusion, 'No illusion', No illusion, 'No illusion', Trouser
FashionMnist_665,A fascinating archaeological dig site unearthing ancient artifacts,low quality,1.5,6, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Coat
FashionMnist_666,A moonlit beach with gentle waves lapping at the shore,low quality,1.5,4, No illusion, 'Bag', 'No illusion', 'No illusion', The class of the object in the picture is 'Coat'.
FashionMnist_667,A magical fairytale forest filled with unicorns,low quality,1.5,3, 'No illusion', Dress, No illusion, 'No illusion', Dress
FashionMnist_668,Squirrel scampering along fence post,low quality,1.5,8, 'No illusion', 'No illusion', No illusion, 'No illusion', Dress
FashionMnist_669,An empty meadow with a few trees and a small river,low quality,1.5,2, 'No illusion', No illusion, 'No illusion', 'No illusion', 'Pullover'
FashionMnist_670,"Neon reflections on wet streets in a futuristic city, towering structures reaching for the clouds",low quality,1.5,8, No illusion, 'No illusion', No illusion, 'No illusion', Sneaker
FashionMnist_671,"Vibrant fields of sunflowers stretching endlessly, glowing sun setting over hills",low quality,1.5,2, 'No illusion', No illusion, 'No illusion', 'No illusion', The correct class is 'T-shirt/top'.
FashionMnist_672,A festive carnival with bright lights and merry-go-rounds,low quality,1.5,7, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Sneaker
FashionMnist_673,Cozy cabin nestled among snow-covered pine trees,low quality,1.5,0, 'No illusion', 'T-shirt/top', 'No illusion', 'No illusion', The correct class is 'T-shirt/top'.
FashionMnist_674,A thrilling ski slope adventure on snowy peaks,low quality,1.5,4, 'No illusion', 'No illusion', 'No illusion', 'No illusion', 'Coat'
FashionMnist_675,A field of daisies with a rainbow in the background,low quality,1.5,0, 'No illusion', No illusion, 'No illusion', 'No illusion', Dress
FashionMnist_676,Golden wheat field swaying in gentle breeze,low quality,1.5,8, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Dress
FashionMnist_677,Gentle waves guide small boats through hidden mangrove forest,low quality,1.5,5, No illusion, 'No illusion', No illusion, 'No illusion', Sandal
FashionMnist_678,A girl with a cat and a dog in front of a beach,low quality,1.5,0, 'No illusion', 'No illusion', T-shirt/top, 'No illusion', T-shirt/top
FashionMnist_679,A dark alleyway with neon lights and graffiti,low quality,1.5,8, 'No illusion', 'Bag', 'No illusion', 'No illusion', Sandal
FashionMnist_680,"Swirling clouds of dust swirl around futuristic aircraft, city lights below",low quality,1.5,2, No illusion, 'T-shirt/top', No illusion, 'No illusion', 'T-shirt/top'
FashionMnist_681,Spectacular lightning bolt piercing darkened sky,low quality,1.5,9, 'No illusion', 'Ankle boot', 'No illusion', 'No illusion', Ankle boot
FashionMnist_682,A refreshing oasis amidst vast desert sands,low quality,1.5,0, 'No illusion', 'No illusion', 'No illusion', 'No illusion', T-shirt/top
FashionMnist_683,A nostalgic drive-in movie theater under the stars,low quality,1.5,8, Car, 'Bag', 'No illusion', 'No illusion', The class of the object in the picture is 'Bag'.
FashionMnist_684,"Ancient castle perched on cliff, waves crashing below",low quality,1.5,9, 'No illusion', 'Sneaker', 'No illusion', 'No illusion', Sneaker
FashionMnist_685,A misty morning in a foggy forest with dew-covered leaves,low quality,1.5,6, 'No illusion', Shirt, 'No illusion', 'No illusion', Dress
FashionMnist_686,Sloth hanging nonchalantly from branch in Central America,low quality,1.5,4, No illusion, Coat, No illusion, 'No illusion', Dress
FashionMnist_687,A peaceful village by the lake shore,low quality,1.5,2, No illusion, 'No illusion', No illusion, 'No illusion', 'Pullover'
FashionMnist_688,Wild horses running free in windswept grasslands,low quality,1.5,9, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Ankle boot
FashionMnist_689,Panther (Leopard) moving sinuously through rainforest undergrowth,low quality,1.5,3, No illusion, Coat, 'No illusion', 'No illusion', Dress
FashionMnist_690,"Vast coral reef, vibrant colors dance, schools of fish dart through the waves",low quality,1.5,4, No illusion, Coat, 'No illusion', 'No illusion', The correct class is 'Pullover'.
FashionMnist_691,Tranquil meadow with wildflowers and distant hills,low quality,1.5,5, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Trouser
FashionMnist_692,"Gentle waves lap against sandy beach, distant storm glows clouds over mountains",low quality,1.5,0, 'No illusion', T-shirt/top, 'No illusion', 'No illusion', The correct class is 'T-shirt/top'.
FashionMnist_693,Aurora borealis dancing above Arctic Circle,low quality,1.5,9, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Ankle boot
FashionMnist_694,"Ancient forest meets rocky coast, waves crash in whisperings tones",low quality,1.5,5, No illusion, Sandal, 'No illusion', 'No illusion', Sandal
FashionMnist_695,A field of wild lupine flowers stretching out to the horizon,low quality,1.5,3, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Dress
FashionMnist_696,Morning dew droplets hanging on spider web,low quality,1.5,6, Coat, 'No illusion', 'No illusion', 'No illusion', The correct class is 'T-shirt/top'.
FashionMnist_697,"Vast ocean waves reflect a radiant sunrise, painting the sky with vibrant hues",low quality,1.5,6, No illusion, 'No illusion', 'No illusion', 'No illusion', 'Shirt'
FashionMnist_698,An abandoned castle shrouded in mist atop a lonely hill,low quality,1.5,8, 'No illusion', 'No illusion', 'No illusion', 'No illusion', The class of the object in the picture is 'Bag'.
FashionMnist_699,Spectacular lightning bolt piercing darkened sky,low quality,1.5,3, 'No illusion', Dress, 'No illusion', 'No illusion', Dress
FashionMnist_700,Two cats playing in a field of tall grass,low quality,1.5,3, No illusion, 'Dress', 'No illusion', 'No illusion', Dress
FashionMnist_701,A sunset over a golden wheat field,low quality,1.5,8, No illusion, No illusion, 'No illusion', 'No illusion', 'Bag'
FashionMnist_702,Forest of colossal mushrooms bathing the earth in bioluminescence,low quality,1.5,1, No illusion, 'No illusion', No illusion, 'No illusion', Trouser
FashionMnist_703,"Mountain lake reflection, snow-capped peaks glow, birds flutter above the calm surface",low quality,1.5,4, No illusion, 'No illusion', 'No illusion', 'No illusion', Dress
FashionMnist_704,A lush meadow beneath a bright blue summer sky,low quality,1.5,0, No illusion, 'T-shirt/top', 'No illusion', 'No illusion', Dress
FashionMnist_705,A girl sitting on the beach looking at the sunset,low quality,1.5,9, 'Dress', 'Ankle boot', 'Shirt', 'No illusion', Ankle boot
FashionMnist_706,A victorian-era tea party set in idyllic countryside,low quality,1.5,7, The correct class is 'No illusion'., 'No illusion', The correct class is 'No illusion'., 'No illusion', Trouser
FashionMnist_707,A fantasy castle with a moat and drawbridge,low quality,1.5,9, 'No illusion', Sneaker, 'No illusion', 'No illusion', Ankle boot
FashionMnist_708,"Gentle river winds through forest, sunlight filters through foliage, birds chirp merrily",low quality,1.5,4, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Coat
FashionMnist_709,A vibrant forest with lush vegetation and a meandering river,low quality,1.5,8, No illusion, 'Bag', 'No illusion', 'No illusion', 'Bag'
FashionMnist_710,Towering giant sequoia stretching high into sky,low quality,1.5,9, 'No illusion', 'No illusion', No illusion, 'No illusion', Ankle boot
FashionMnist_711,Frozen Niagara Falls shimmering under winter sun,low quality,1.5,1, Trouser, Trouser, 'No illusion', 'No illusion', Trouser
FashionMnist_712,Starship floating over a futuristic city,low quality,1.5,6, 'No illusion', 'T-shirt/top', 'No illusion', 'No illusion', The correct class is 'T-shirt/top'.
FashionMnist_713,Bright bioluminescent plankton lighting up the shoreline,low quality,1.5,7, 'No illusion', Sneaker, 'No illusion', 'No illusion', Sneaker
FashionMnist_714,Quaint cobblestone alleyway in old European town,low quality,1.5,3, No illusion, 'No illusion', No illusion, No illusion, Dress
FashionMnist_715,A peaceful sunrise over a calm sea,low quality,1.5,0, T-shirt/top, 'T-shirt/top', 'No illusion', 'No illusion', The correct class is 'T-shirt/top'.
FashionMnist_716,A vast desert with a towering canyon in the distance,low quality,1.5,2, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Pullover
FashionMnist_717,A serene pond covered in lily pads and blooming lotus flowers,low quality,1.5,6, 'No illusion', Shirt, No illusion, 'No illusion', 'Shirt'
FashionMnist_718,A sunset over a vast desert with sand dunes and a lone camel,low quality,1.5,7, 'No illusion', Sneaker, 'No illusion', 'No illusion', Sneaker
FashionMnist_719,A pink rose with green leaves,low quality,1.5,1, No illusion, Trouser, 'No illusion', 'No illusion', Trouser
FashionMnist_720,"Vibrant fields of sunflowers stretching endlessly, glowing sun setting over hills",low quality,1.5,0, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Dress
FashionMnist_721,A solitary lighthouse on a stormy cliff,low quality,1.5,0, No illusion,No illusion, No illusion, 'No illusion', T-shirt/top
FashionMnist_722,A forest with tall trees and a babbling brook,low quality,1.5,8, No illusion, 'No illusion', 'No illusion', 'No illusion', The class of the object in the picture is 'Bag'.
FashionMnist_723,"Sun sets over vibrant meadow, casting long shadows on rolling hills",low quality,1.5,5, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Sneaker
FashionMnist_724,A nostalgic drive-in movie theater under the stars,low quality,1.5,2, 'No illusion', No illusion, 'Car', 'No illusion', The correct class is 'Pullover'.
FashionMnist_725,A peaceful field with a wooden fence and blooming flowers,low quality,1.5,6, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Coat
FashionMnist_726,A misty bamboo forest with mountains,low quality,1.5,6, No illusion, 'Shirt', No illusion, 'No illusion', Coat
FashionMnist_727,Giraffes grazing peacefully,low quality,1.5,6, No illusion, Dress, No illusion, No illusion, The correct class is 'Shirt'.
FashionMnist_728,"Gentle river reflects clouds above, mountain peaks rise in silhouette, birds fly silently",low quality,1.5,4, 'No illusion', Coat, 'No illusion', 'No illusion', 'Pullover'
FashionMnist_729,Enchanting Northern Lights shimmering softly,low quality,1.5,1, 'No illusion', Trouser, 'No illusion', 'No illusion', Trouser
FashionMnist_730,A night sky with a full moon and stars,low quality,1.5,5, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Sneaker
FashionMnist_731,"Neon rivers flow through silicon sand, mountains sculpted from fractured land, birds made of light expand",low quality,1.5,9, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Ankle boot
FashionMnist_732,A quaint village covered in a blanket of snow,low quality,1.5,0, No illusion, 'T-shirt/top', 'No illusion', 'No illusion', The correct class is 'T-shirt/top'.
FashionMnist_733,"Neon lights glow beneath the stars, towering concrete meets rippling scars, birds sing in artificial wars",low quality,1.5,2, No illusion, 'No illusion', 'No illusion', 'No illusion', Dress
FashionMnist_734,A spaceship descends towards a lush jungle planet,low quality,1.5,1, No illusion, 'No illusion', 'No illusion', 'No illusion', Trouser
FashionMnist_735,A tropical island paradise with sandy beaches and crystal-clear waters,low quality,1.5,6, 'No illusion', 'No illusion', 'No illusion', 'No illusion', 'Shirt'
FashionMnist_736,A cozy living room with a fireplace and Christmas tree,low quality,1.5,5, No illusion, 'No illusion', No illusion, 'No illusion', Trouser
FashionMnist_737,Whale breaching through waves,low quality,1.5,0, No illusion, 'No illusion', No illusion, No illusion, T-shirt/top
FashionMnist_738,Cozy cabin nestled among snow-covered pine trees,low quality,1.5,0, The correct class is 'No illusion'., 'No illusion', No illusion, 'No illusion', Dress
FashionMnist_739,Rustic lighthouse on rocky coastline amid crashing waves,low quality,1.5,3, 'No illusion', 'Dress', No illusion, 'No illusion', Dress
FashionMnist_740,Wisteria draped elegantly over arbor,low quality,1.5,3, No illusion, Dress, No illusion, 'No illusion', Dress
FashionMnist_741,A charming cottage nestled in a green valley,low quality,1.5,3, No illusion, Dress, No illusion, 'No illusion', Dress
FashionMnist_742,A vintage biplane flying over a picturesque landscape,low quality,1.5,8, 'No illusion', 'No illusion', No illusion, No illusion, Dress
FashionMnist_743,"Sunbeams peek through canopy leaves, river whispers secrets in the wind, birds dance in harmonious circles",low quality,1.5,1, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Trouser
FashionMnist_744,"Ancient trees reach for the stars, sunlight filters through branches, river flows silently",low quality,1.5,1, 'No illusion', Trouser, No illusion, 'No illusion', Trouser
FashionMnist_745,"Starry sea reflects on metallic waves, futuristic city emerging from the depths",low quality,1.5,8, 'Bag', Bag, 'No illusion', 'No illusion', The class of the object in the picture is 'Bag'.
FashionMnist_746,A serene meadow blanketed in a carpet of purple lavender,low quality,1.5,5, 'No illusion', 'No illusion', 'No illusion', 'No illusion', Sandal
FashionMnist_747,A dark forest with moonlight peeking through trees,low quality,1.5,7, 'No illusion', Sneaker, No illusion, 'No illusion', Sneaker
FashionMnist_748,A moonlit forest with fireflies dancing in the darkness,low quality,1.5,7, 'No illusion', Sneaker, 'No illusion', 'No illusion', Sneaker
FashionMnist_749,A hauntingly beautiful graveyard shrouded in fog,low quality,1.5,8, 'No illusion', 'Bag', 'No illusion', 'No illusion', Sandal
FashionMnist_750,A hauntingly beautiful graveyard shrouded in fog,low quality,1.5,7, 'No illusion', Sneaker, 'No illusion', 'No illusion', Sneaker
FashionMnist_751,"Sun setting over a futuristic city, robots and lights reflected in the clouds",low quality,1.5,2, 'No illusion', Coat, 'No illusion', 'No illusion', The correct class is 'Pullover'.
FashionMnist_752,"Pulse of the city fades to sea, mountains rise in rhythmic sway, river meets the history",low quality,1.5,0, No illusion, 'No illusion', 'No illusion', 'No illusion', T-shirt/top
FashionMnist_753,A snowy mountain peak under starry night sky,low quality,1.5,7, 'No illusion', Sneaker, 'No illusion', 'No illusion', Sneaker
FashionMnist_754,A sunflower field with a clear blue sky and fluffy clouds,low quality,1.5,3, 'No illusion', Dress, 'No illusion', 'No illusion', Dress
FashionMnist_755,"Gentle waves crash against sandy shores, moonlight reflects on sparkling water",low quality,1.5,8, No illusion, 'No illusion', 'No illusion', 'No illusion', Dress
FashionMnist_756,Sloth hanging nonchalantly from branch in Central America,low quality,1.5,0, No illusion, T-shirt/top, No illusion, 'No illusion', T-shirt/top
FashionMnist_757,A thrilling rollercoaster ride at amusement park,low quality,1.5,9, No illusion, 'Ankle boot', No illusion, 'No illusion', Ankle boot
FashionMnist_758,Pelican skillfully catching schooling fish,low quality,1.5,7, No illusion, Sneaker, 'No illusion', 'No illusion', Sneaker
FashionMnist_759,Crunchy brown leaves carpeting forest floor,low quality,1.5,6, No illusion, 'No illusion', 'No illusion', 'No illusion', Coat
FashionMnist_760,A starry night with a silhouette of a person looking at the stars,low quality,1.5,1, 'No illusion', Trouser, 'No illusion', 'No illusion', Trouser
FashionMnist_761,A bustling cityscape with skyscrapers reaching towards the sky,low quality,1.5,2, 'No illusion', Dress, 'No illusion', 'No illusion', Dress
FashionMnist_762,Sea turtle laying eggs on moonlit beach,low quality,1.5,6, 'No illusion', 'Pullover', No illusion, No illusion, Dress
FashionMnist_763,A sandy beach with palm trees and gentle waves lapping,low quality,1.5,4, No illusion, 'Coat', 'No illusion', 'No illusion', Pullover
FashionMnist_764,A Chinese New Year Lion Dance welcoming prosperity,low quality,1.5,8, No illusion, 'No illusion', No illusion, No illusion, Dress
FashionMnist_765,A vibrant marketplace with vendors selling exotic fruits and spices,low quality,1.5,0, 'No illusion', Dress, 'No illusion', 'No illusion', Dress
FashionMnist_766,"City skyline reflected in a pool of water, neon lights shimmering",low quality,1.5,6, T-shirt/top, 'No illusion', 'No illusion', 'No illusion', The correct class is 'T-shirt/top'.
