image_name,Pprompt,Nprompt,illusion_strength,label,LLaVa_FashionMnist_ill_images,LLaVa_FashionMnist_illusion_images_filtered,LLaVa_FashionMnist_illusionless_images,LLaVa_FashionMnist_illusionless_images_filtered,LLaVa_FashionMnist_raw_images
FashionMnist_401,Wild horses running free in windswept grasslands,low quality,1.5,0, Sneaker, T-shirt/top, No illusion, Pullover, T-shirt/top
FashionMnist_402,Sunset over a calm tropical lake,low quality,1.5,9, Ankle boot, Ankle boot, No illusion, Ankle boot, Sneaker
FashionMnist_403,A misty forest filled with towering redwoods,low quality,1.5,7, No illusion, Sneaker, Sneaker, Pullover, Sneaker
FashionMnist_404,A peaceful meadow with a rainbow stretching across the sky,low quality,1.5,0, Pullover, T-shirt/top, No illusion, No illusion, Pullover
FashionMnist_405,A bustling city street filled with colorful shops and pedestrians,low quality,1.5,4, Sneaker, Coat, Sneaker, Ankle boot, Coat
FashionMnist_406,A majestic snow-capped mountain towering above a glacier,low quality,1.5,4, Coat, No illusion, Coat, Coat, Coat
FashionMnist_407,"Vibrant fields of sunflowers stretching endlessly, glowing sun setting over hills",low quality,1.5,6, No illusion, Coat, No illusion, T-shirt/top, Dress
FashionMnist_408,"Sunrise paints horizon gold, ocean waves meet rocky shore, birds sing echoing melodies",low quality,1.5,6, Sandal, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_409,Frozen tundra landscape with towering ice structures and aurora borealis lights,low quality,1.5,2, Coat, Pullover, Coat, T-shirt/top, T-shirt/top
FashionMnist_410,Two friends hiking on a mountain during sunset,low quality,1.5,1, Shirt, Trouser, Bag, Pullover, Trouser
FashionMnist_411,Fire tornado ripping through California wildfires,low quality,1.5,0, No illusion, T-shirt/top, No illusion, Pullover, T-shirt/top
FashionMnist_412,A vast desert under the twilight sky,low quality,1.5,6, Ankle boot, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_413,Geysir erupting in Yellowstone National Park,low quality,1.5,7, No illusion, Ankle boot, No illusion, Coat, Sneaker
FashionMnist_414,"Neon reflections illuminate a bustling night market, shadows dancing beneath the stalls",low quality,1.5,2, Dress, Trouser, Sneaker, Sneaker, Dress
FashionMnist_415,"Ghostly apparitions dancing in a shimmering forest, moonlight as their guide",low quality,1.5,9, No illusion, Trouser, Dress, Dress, Ankle boot
FashionMnist_416,A tranquil lake reflecting the vibrant fall foliage of surrounding trees,low quality,1.5,4, Trouser, Coat, No illusion, Ankle boot, Coat
FashionMnist_417,A crowded concert filled with cheering fans and flashing lights,low quality,1.5,2, T-shirt/top, Pullover, T-shirt/top, No illusion, T-shirt/top
FashionMnist_418,"A lonely figure walks along a moonlit beach, waves crashing softly on the shore",low quality,1.5,1, Sandal, Ankle boot, Sandal, Ankle boot, Trouser
FashionMnist_419,"Neon city beneath a stormy night sky, lightning striking skyscrapers",low quality,1.5,5, Coat, Pullover, Coat, Coat, T-shirt/top
FashionMnist_420,"A forgotten boat rests beneath the waves, sunlight illuminating its weathered hull",low quality,1.5,4, Trouser, Trouser, Shirt, Ankle boot, Coat
FashionMnist_421,A starry night sky with the Milky Way visible,low quality,1.5,5, Coat, Ankle boot, Coat, T-shirt/top, Shirt
FashionMnist_422,Thundering waterfalls cascading into pools below,low quality,1.5,3, Sandal, Trouser, No illusion, No illusion, Dress
FashionMnist_423,A magical garden filled with talking animals and sparkling flowers,low quality,1.5,8, Bag, Bag, Dress, Ankle boot, Bag
FashionMnist_424,Blue whale sounding deeply,low quality,1.5,5, Sneaker, Ankle boot, No illusion, Ankle boot, Sandal
FashionMnist_425,Volcanic landscape with flowing lava and levitating plants,low quality,1.5,8, No illusion, Bag, No illusion, No illusion, Sandal
FashionMnist_426,A peaceful village by the lake shore,low quality,1.5,4, Ankle boot, Pullover, Bag, Bag, T-shirt/top
FashionMnist_427,A serene zen garden with meticulously raked sand and bonsai trees,low quality,1.5,4, Bag, Trouser, Sandal, Sneaker, Pullover
FashionMnist_428,A colorful coral reef teeming with exotic fish and sea creatures,low quality,1.5,8, T-shirt/top, Bag, Shirt, Ankle boot, Bag
FashionMnist_429,Sun-drenched wasteland with shattered robots and crumbling structures,low quality,1.5,9, No illusion, Sneaker, No illusion, No illusion, Sneaker
FashionMnist_430,A futuristic city with flying cars and skyscrapers,low quality,1.5,8, Sneaker, Bag, Bag, No illusion, Shirt
FashionMnist_431,Tranquil mountains overlooking a lush jungle and flowing river,low quality,1.5,6, Bag, T-shirt/top, Bag, Ankle boot, T-shirt/top
FashionMnist_432,A creepy abandoned asylum with boarded up windows and rusted gates,low quality,1.5,2, Trouser, Trouser, Coat, Coat, T-shirt/top
FashionMnist_433,"Whirlwind of ice crystals, frozen waterfall cascades over towering rock",low quality,1.5,4, Coat, T-shirt/top, Coat, Coat, T-shirt/top
FashionMnist_434,A rustic farm with cows grazing in a green pasture,low quality,1.5,4, Bag, Ankle boot, Bag, Coat, Pullover
FashionMnist_435,"Sun illuminates untouched forest, sunlight filtering through vibrant foliage",low quality,1.5,2, Sandal, Pullover, No illusion, Ankle boot, T-shirt/top
FashionMnist_436,A serene countryside blanketed in a field of blooming lavender,low quality,1.5,4, T-shirt/top, Pullover, No illusion, No illusion, Pullover
FashionMnist_437,Crocodile basking in tropical sunshine,low quality,1.5,1, Sandal, Ankle boot, Sandal, Ankle boot, T-shirt/top
FashionMnist_438,"Gentle waves crash against sandy shores, moonlight reflects on sparkling water",low quality,1.5,6, T-shirt/top, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_439,Vibrant hot air balloons floating over green hills,low quality,1.5,1, Trouser, Trouser, Dress, Dress, Trouser
FashionMnist_440,A lighthouse amidst a green landscape with the sea behind,low quality,1.5,3, Coat, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_441,"Embraced by moonlight, ancient city walls glow with a soft, luminescent light",low quality,1.5,0, Sandal, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_442,A quiet church nestled in a sunlit meadow,low quality,1.5,9, Ankle boot, Sneaker, No illusion, Ankle boot, Sneaker
FashionMnist_443,"Ethereal forest, sunlight filters through canopy, river flows silent",low quality,1.5,8, No illusion, Bag, Bag, Ankle boot, Bag
FashionMnist_444,A fun family picnic in a sunny meadow,low quality,1.5,8, Dress, T-shirt/top, Dress, Ankle boot, Shirt
FashionMnist_445,A lunar landscape with barren craters and mountains silhouetted against the sky,low quality,1.5,6, Shirt, Pullover, Sandal, No illusion, Pullover
FashionMnist_446,"Silent mountains reflecting in a serene lake, sunlight filtering through falling leaves",low quality,1.5,5, No illusion, Ankle boot, No illusion, Ankle boot, Sandal
FashionMnist_447,Male lion walking on a path in misty forest,low quality,1.5,3, Sneaker, Dress, Sneaker, Sneaker, Dress
FashionMnist_448,A bustling city street filled with colorful shops and pedestrians,low quality,1.5,1, Bag, Trouser, Sneaker, Trouser, Trouser
FashionMnist_449,"Starry night sky reflecting in a lake, mountains forming constellations",low quality,1.5,9, Pullover, Sneaker, Pullover, Ankle boot, Sneaker
FashionMnist_450,"Ghostly apparitions dancing in a shimmering forest, moonlight as their guide",low quality,1.5,5, Ankle boot, Ankle boot, Shirt, Ankle boot, T-shirt/top
FashionMnist_451,A lush rainforest with cascading waterfalls,low quality,1.5,3, Dress, Pullover, Sneaker, Ankle boot, Dress
FashionMnist_452,A victorian-era tea party set in idyllic countryside,low quality,1.5,3, Dress, Dress, Dress, Dress, Dress
FashionMnist_453,A pink rose with green leaves,low quality,1.5,0, Dress, T-shirt/top, Dress, Dress, T-shirt/top
FashionMnist_454,"Starry night sky reflecting in a lake, mountains forming constellations",low quality,1.5,1, T-shirt/top, Trouser, T-shirt/top, Ankle boot, Trouser
FashionMnist_455,"Golden light meets mountain haze, river meets grassy plains, birds migrate in joyful maze",low quality,1.5,0, Sandal, T-shirt/top, Bag, T-shirt/top, T-shirt/top
FashionMnist_456,A vast desert with a towering canyon in the distance,low quality,1.5,2, No illusion, Pullover, No illusion, No illusion, T-shirt/top
FashionMnist_457,A futuristic cityscape with flying cars and neon lights,low quality,1.5,9, Sneaker, Sneaker, Sneaker, T-shirt/top, Sneaker
FashionMnist_458,A waterfall cascading through a lush green forest,low quality,1.5,2, Dress, Trouser, Bag, Ankle boot, T-shirt/top
FashionMnist_459,A tranquil lake reflecting the vibrant fall foliage of surrounding trees,low quality,1.5,0, Trouser, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_460,A Labor Day picnic spending quality time,low quality,1.5,6, Bag, T-shirt/top, Dress, Dress, T-shirt/top
FashionMnist_461,"Eerie silence surrounds snowy mountains, glowing moon casts long shadows",low quality,1.5,3, Coat, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_462,Snow-capped mountains reflecting in a crystal-clear lake,low quality,1.5,4, Pullover, Pullover, Pullover, Coat, T-shirt/top
FashionMnist_463,A bustling marketplace with colorful stalls and vibrant street food vendors,low quality,1.5,2, Shirt, Trouser, Bag, Sneaker, T-shirt/top
FashionMnist_464,A bustling cityscape with skyscrapers reaching towards the sky,low quality,1.5,0, Sneaker, T-shirt/top, No illusion, Coat, T-shirt/top
FashionMnist_465,"Sun sets over vibrant meadow, casting long shadows on rolling hills",low quality,1.5,0, T-shirt/top, T-shirt/top, T-shirt/top, No illusion, T-shirt/top
FashionMnist_466,"Space station orbits Earth, glowing city lights twinkle below clouds",low quality,1.5,3, T-shirt/top, Dress, No illusion, T-shirt/top, Dress
FashionMnist_467,"Golden sunrise paints mountains gold, river reflects in quiet lake, birds sing softly",low quality,1.5,3, No illusion, Dress, Sandal, T-shirt/top, Dress
FashionMnist_468,A tranquil park with a babbling brook,low quality,1.5,8, Dress, T-shirt/top, Sneaker, Ankle boot, T-shirt/top
FashionMnist_469,A misty forest filled with towering redwoods,low quality,1.5,2, No illusion, Trouser, Sneaker, Trouser, T-shirt/top
FashionMnist_470,A picturesque vineyard at sunset with the sky painted in hues,low quality,1.5,8, Ankle boot, Bag, No illusion, Ankle boot, Bag
FashionMnist_471,A serene temple nestled in the heart of a tranquil garden,low quality,1.5,9, Dress, Ankle boot, Dress, Ankle boot, Trouser
FashionMnist_472,Abandoned factory overlooking rusty train tracks bathed in neon light,low quality,1.5,4, No illusion, Pullover, No illusion, Coat, T-shirt/top
FashionMnist_473,Blue whale sounding deeply,low quality,1.5,0, T-shirt/top, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_474,A majestic sunset over a vast savanna,low quality,1.5,7, No illusion, Sneaker, Ankle boot, Ankle boot, Sneaker
FashionMnist_475,A lush meadow with wildflowers and butterflies,low quality,1.5,6, T-shirt/top, Trouser, Dress, No illusion, T-shirt/top
FashionMnist_476,Palm fringed beach paradise,low quality,1.5,4, Bag, Trouser, Sandal, Sandal, Pullover
FashionMnist_477,A peaceful village by the lake shore,low quality,1.5,4, Bag, T-shirt/top, Coat, No illusion, T-shirt/top
FashionMnist_478,"Eerie silence surrounds snow-covered forest, glowing moon casts long shadows",low quality,1.5,9, Coat, Ankle boot, Pullover, Coat, Sneaker
FashionMnist_479,An ancient castle perched on a cliff overlooking the sea,low quality,1.5,2, Trouser, Pullover, Trouser, Ankle boot, T-shirt/top
FashionMnist_480,A serene lake reflecting the fiery colors of a setting sun,low quality,1.5,9, T-shirt/top, Trouser, No illusion, Ankle boot, Ankle boot
FashionMnist_481,A traditional Japanese garden with a koi pond and cherry blossoms,low quality,1.5,5, Bag, Sneaker, Pullover, Trouser, Sneaker
FashionMnist_482,A desert with camels and pyramids,low quality,1.5,9, Sandal, Sneaker, Sandal, Ankle boot, Sneaker
FashionMnist_483,Volcanic landscape with flowing lava and levitating plants,low quality,1.5,3, T-shirt/top, Dress, No illusion, Ankle boot, Dress
FashionMnist_484,A cyberpunk metropolis pulsating with neon lights,low quality,1.5,7, Sneaker, Sneaker, Sneaker, Ankle boot, Sneaker
FashionMnist_485,A cozy cabin nestled in a snowy forest clearing,low quality,1.5,5, Coat, Pullover, Coat, Coat, Sandal
FashionMnist_486,"Vast, glowing nebula engulfing a towering space station, stars twinkling beyond",low quality,1.5,7, No illusion, Sneaker, Shirt, No illusion, Sneaker
FashionMnist_487,A beautiful starry night over mountains,low quality,1.5,8, Coat, T-shirt/top, Coat, No illusion, Shirt
FashionMnist_488,A charming cottage covered in ivy with a thatched roof,low quality,1.5,1, Trouser, Trouser, Bag, Trouser, Ankle boot
FashionMnist_489,Turquoise lagoon shaded by palms,low quality,1.5,0, Sandal, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_490,A serene lake surrounded by blooming cherry trees,low quality,1.5,0, T-shirt/top, T-shirt/top, Dress, Ankle boot, T-shirt/top
FashionMnist_491,Tranquil forest clearing with sunlight streaming through canopy,low quality,1.5,3, Bag, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_492,"Whirlwind of ice crystals, frozen waterfall cascades over towering rock",low quality,1.5,4, Coat, Coat, Coat, Coat, T-shirt/top
FashionMnist_493,Coral reef teeming with life,low quality,1.5,8, Bag, Bag, Shirt, No illusion, Bag
FashionMnist_494,Lemur swinging nimbly through Madagascar's deciduous forests,low quality,1.5,9, Dress, Ankle boot, Pullover, No illusion, Trouser
FashionMnist_495,A bustling marketplace with vendors selling exotic fruits and spices,low quality,1.5,7, Bag, Sneaker, Trouser, Trouser, Sneaker
FashionMnist_496,A whimsical forest glade with fairy circles and magical creatures,low quality,1.5,9, T-shirt/top, Ankle boot, Bag, No illusion, Ankle boot
FashionMnist_497,"Neon glow fills abandoned factory, dust swirling in forgotten hallways",low quality,1.5,1, Sneaker, Trouser, No illusion, No illusion, Trouser
FashionMnist_498,A victorian-era tea party set in idyllic countryside,low quality,1.5,2, Dress, Trouser, Dress, Coat, T-shirt/top
FashionMnist_499,A bustling marketplace with colorful stalls and exotic goods,low quality,1.5,7, Dress, Sneaker, Sandal, Ankle boot, Sneaker
FashionMnist_500,A peaceful pagoda overlooking a serene pond,low quality,1.5,0, Bag, Trouser, Coat, Ankle boot, Bag
FashionMnist_501,A dirt path leading through a lush forest,low quality,1.5,2, Ankle boot, Coat, Trouser, Coat, T-shirt/top
FashionMnist_502,"A vibrant forest glows with bioluminescent light, revealing hidden secrets",low quality,1.5,0, Dress, T-shirt/top, Dress, Ankle boot, T-shirt/top
FashionMnist_503,Lightning striking glacier in Patagonia,low quality,1.5,5, Coat, Trouser, Coat, Coat, Shirt
FashionMnist_504,"Vast snowfall covers mountains, white silence blankets frozen land, sunlight breaks through",low quality,1.5,7, Coat, Sneaker, Coat, Coat, Sneaker
FashionMnist_505,Komodo Dragon slithering stealthily,low quality,1.5,1, Trouser, Trouser, Sneaker, Ankle boot, Trouser
FashionMnist_506,A colorful sunset over a calm beautiful lake,low quality,1.5,8, T-shirt/top, Bag, Sandal, Ankle boot, Bag
FashionMnist_507,A lonely lighthouse during a day with rain,low quality,1.5,2, Coat, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_508,A bustling city skyline at night,low quality,1.5,2, Trouser, Ankle boot, Sneaker, Ankle boot, T-shirt/top
FashionMnist_509,"Sunbeams break through jungle canopy, river winds through valleys, sunlight paints patterns on everything",low quality,1.5,2, Dress, T-shirt/top, Bag, Trouser, T-shirt/top
FashionMnist_510,A lush tropical rainforest echoing with the sounds of wildlife,low quality,1.5,2, Dress, Bag, Ankle boot, Ankle boot, T-shirt/top
FashionMnist_511,A vibrant marketplace with vendors selling exotic fruits and spices,low quality,1.5,4, Bag, T-shirt/top, Ankle boot, Bag, T-shirt/top
FashionMnist_512,A peaceful cabin under a cliff overlooking a lake,low quality,1.5,2, Coat, T-shirt/top, Coat, Ankle boot, T-shirt/top
FashionMnist_513,Elk bugling in crisp autumn air,low quality,1.5,6, Sandal, Coat, Pullover, Ankle boot, Dress
FashionMnist_514,Splendid orchid bursting forth from rich soil,low quality,1.5,1, Sneaker, Trouser, Dress, No illusion, Trouser
FashionMnist_515,Ocean wave curling gracefully onto beach,low quality,1.5,9, Sneaker, Sneaker, Sandal, Ankle boot, Ankle boot
FashionMnist_516,"Sunbeams dance on meadows below, mountains rise in silhouette, birds fly in the sky",low quality,1.5,8, Pullover, T-shirt/top, Sandal, T-shirt/top, T-shirt/top
FashionMnist_517,A neon cyberpunk street at night,low quality,1.5,5, Sneaker, Ankle boot, Sneaker, Ankle boot, T-shirt/top
FashionMnist_518,"Ancient city walls engulfed in snow, sunlight illuminating the crumbled stones",low quality,1.5,1, Ankle boot, Trouser, Coat, Ankle boot, Trouser
FashionMnist_519,Vibrant city at night with neon lights,low quality,1.5,9, Sneaker, Ankle boot, Dress, Coat, Ankle boot
FashionMnist_520,A dark forest with a glowing mushroom,low quality,1.5,1, Ankle boot, Trouser, No illusion, Ankle boot, Trouser
FashionMnist_521,Cobbled street lined with ivy-clad buildings,low quality,1.5,2, Bag, T-shirt/top, Bag, Ankle boot, T-shirt/top
FashionMnist_522,Orca spyhopping curiously,low quality,1.5,8, Trouser, Bag, Ankle boot, Ankle boot, Bag
FashionMnist_523,A fiery sunset casting a golden glow over a tranquil lake,low quality,1.5,3, No illusion, Dress, T-shirt/top, Ankle boot, Dress
FashionMnist_524,A gecko on a large leaf in a tropical rainforest,low quality,1.5,8, T-shirt/top, No illusion, No illusion, Pullover, T-shirt/top
FashionMnist_525,"Whipped cream clouds swirl around children's laughter, city lights glitter below",low quality,1.5,9, Sneaker, Sneaker, Dress, No illusion, Sneaker
FashionMnist_526,A blissful yoga retreat nestled within tropical forests,low quality,1.5,2, Dress, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_527,A cozy fireplace crackling in a rustic log cabin,low quality,1.5,4, Coat, Coat, Coat, Coat, T-shirt/top
FashionMnist_528,A vast desert with a distant city,low quality,1.5,2, Sandal, No illusion, Sandal, Ankle boot, T-shirt/top
FashionMnist_529,A lush meadow with wildflowers and butterflies,low quality,1.5,8, Dress, Bag, Dress, Dress, T-shirt/top
FashionMnist_530,A snowy mountain peak reflecting the light of dawn,low quality,1.5,8, Pullover, T-shirt/top, Pullover, No illusion, T-shirt/top
FashionMnist_531,An ancient castle perched on a hilltop,low quality,1.5,2, T-shirt/top, T-shirt/top, T-shirt/top, Trouser, T-shirt/top
FashionMnist_532,Misty mountains with a flowing river,low quality,1.5,0, Coat, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_533,"A beach with umbrella, sun and ocean",low quality,1.5,5, Sandal, Ankle boot, Sandal, Ankle boot, Sandal
FashionMnist_534,"Sunsets over sand dunes, shadows stretch, silence blankets the desert",low quality,1.5,8, No illusion, Ankle boot, Sandal, Coat, Shirt
FashionMnist_535,A sunset at the ocean with a palm tree,low quality,1.5,8, Sandal, Bag, Sandal, Sandal, Bag
FashionMnist_536,A beach with palm trees and a sunset,low quality,1.5,5, Sandal, Ankle boot, Sandal, Sandal, Ankle boot
FashionMnist_537,Peaceful early morning fishing boat,low quality,1.5,3, Sneaker, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_538,An alien landscape with strange rock formations and glowing plants,low quality,1.5,9, No illusion, Ankle boot, Sandal, No illusion, Ankle boot
FashionMnist_539,"Softly glowing mushrooms illuminate forest floor, moonlight filters through branches",low quality,1.5,4, Bag, Ankle boot, Bag, Ankle boot, Pullover
FashionMnist_540,Underwater volcano eruption near Tonga Islands,low quality,1.5,3, Coat, Dress, Shirt, Coat, Dress
FashionMnist_541,A bustling train station with passengers rushing to catch their trains,low quality,1.5,4, Bag, Coat, Coat, Sneaker, Coat
FashionMnist_542,Total lunar eclipse painting blood-red moon,low quality,1.5,4, No illusion, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_543,Double rainbow arching over flooded rice terraces,low quality,1.5,5, T-shirt/top, Sneaker, Ankle boot, Ankle boot, T-shirt/top
FashionMnist_544,"Golden light meets distant shores, river meets ocean waves, birds sing on silent shores",low quality,1.5,1, Pullover, Trouser, Sandal, Sandal, Trouser
FashionMnist_545,A Ramadan Iftar meal breaking fast lovingly,low quality,1.5,0, Bag, Bag, Bag, Trouser, T-shirt/top
FashionMnist_546,"Neon glow fills abandoned mining tunnels, eerie silence haunts the depths",low quality,1.5,1, Sneaker, Trouser, No illusion, No illusion, Trouser
FashionMnist_547,"Abandoned laboratory, scientific symbols floating in the air",low quality,1.5,2, T-shirt/top, No illusion, Dress, Dress, T-shirt/top
FashionMnist_548,A lush rainforest with cascading waterfalls,low quality,1.5,0, Dress, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_549,Pelican skillfully catching schooling fish,low quality,1.5,6, Shirt, T-shirt/top, Ankle boot, Ankle boot, T-shirt/top
FashionMnist_550,"A distant meteor litters the night sky, illuminating the silent forest below",low quality,1.5,9, Coat, Trouser, No illusion, No illusion, Ankle boot
FashionMnist_551,A lush meadow beneath a bright blue summer sky,low quality,1.5,6, T-shirt/top, T-shirt/top, Bag, Ankle boot, T-shirt/top
FashionMnist_552,"Ethereal light fills the forest, cascading through the leaves and illuminating hidden life",low quality,1.5,1, T-shirt/top, T-shirt/top, Bag, Ankle boot, Trouser
FashionMnist_553,"Volcanic mountains erupt in clouds, geothermal lake forms below",low quality,1.5,5, No illusion, Sneaker, Coat, Coat, Sneaker
FashionMnist_554,A spacecraft entering Mars' orbit,low quality,1.5,1, Coat, Trouser, No illusion, T-shirt/top, Trouser
FashionMnist_555,"Sun paints mountains in a golden glow, river reflects the sky below, birds dance in a vibrant flow",low quality,1.5,1, No illusion, T-shirt/top, Sandal, Bag, Shirt
FashionMnist_556,"Sun paints mountains golden glow, river whispers secrets below, birds dance in silent show",low quality,1.5,1, No illusion, Trouser, Bag, No illusion, Trouser
FashionMnist_557,Starship floating over a futuristic city,low quality,1.5,9, Sneaker, Ankle boot, Coat, Coat, Ankle boot
FashionMnist_558,A serene forest with a twinkling stream,low quality,1.5,3, Dress, Dress, Bag, No illusion, Dress
FashionMnist_559,"A vibrant forest glows with bioluminescent light, revealing hidden secrets",low quality,1.5,4, T-shirt/top, Coat, No illusion, Ankle boot, Dress
FashionMnist_560,Shark fin slicing smoothly through deep blue sea,low quality,1.5,5, Sneaker, Ankle boot, Sandal, No illusion, Shirt
FashionMnist_561,"Vibrant fields of sunflowers stretching endlessly, glowing sun setting over hills",low quality,1.5,3, Shirt, Pullover, Shirt, T-shirt/top, Shirt
FashionMnist_562,A Memorial Day barbecue sharing good food,low quality,1.5,6, Bag, T-shirt/top, Pullover, Coat, T-shirt/top
FashionMnist_563,"Gentle waves lap rocky beach, seagulls soar above, salty air fills the scent",low quality,1.5,6, Sneaker, Coat, Sandal, Ankle boot, Shirt
FashionMnist_564,"Mountains embrace sparkling lake, sunlight paints ripples, forest glows faintly",low quality,1.5,6, T-shirt/top, T-shirt/top, Sandal, Coat, T-shirt/top
FashionMnist_565,Sunset over the pier,low quality,1.5,4, Sandal, Trouser, Pullover, Ankle boot, Pullover
FashionMnist_566,A tranquil Zen garden with raked sand and stone sculptures,low quality,1.5,6, Sandal, T-shirt/top, Sandal, Trouser, T-shirt/top
FashionMnist_567,A rustic barn surrounded by fields of golden wheat,low quality,1.5,0, T-shirt/top, T-shirt/top, Pullover, Ankle boot, T-shirt/top
FashionMnist_568,Misty moor bathed in morning dew,low quality,1.5,5, Sandal, Ankle boot, Sandal, Ankle boot, T-shirt/top
FashionMnist_569,A vibrant music festival brimming with energy,low quality,1.5,8, T-shirt/top, Bag, T-shirt/top, Dress, T-shirt/top
FashionMnist_570,A bustling street market with vendors selling exotic wares,low quality,1.5,3, Bag, Coat, Shirt, Trouser, Shirt
FashionMnist_571,Wildflower superbloom covering Californian desert,low quality,1.5,3, No illusion, T-shirt/top, T-shirt/top, Trouser, T-shirt/top
FashionMnist_572,Quaint village tucked away amidst rolling hills,low quality,1.5,4, T-shirt/top, Trouser, T-shirt/top, T-shirt/top, T-shirt/top
FashionMnist_573,A starry night in a forest with a lake,low quality,1.5,6, Bag, T-shirt/top, Pullover, Ankle boot, T-shirt/top
FashionMnist_574,A magical fairytale forest filled with unicorns,low quality,1.5,7, Pullover, Sneaker, T-shirt/top, Dress, Sneaker
FashionMnist_575,"A beach with waves, sand, and palm trees",low quality,1.5,7, Sandal, Ankle boot, Sandal, Ankle boot, Sneaker
FashionMnist_576,A serene lake with lush forest and mountains,low quality,1.5,8, Bag, T-shirt/top, No illusion, Ankle boot, Bag
FashionMnist_577,"Eerie silence surrounds abandoned temple, glow of sunrise illuminates crumbling walls",low quality,1.5,9, Ankle boot, Ankle boot, Ankle boot, Ankle boot, Ankle boot
FashionMnist_578,"Silent mountains reflecting in a serene lake, sunlight filtering through falling leaves",low quality,1.5,0, No illusion, T-shirt/top, Coat, Ankle boot, T-shirt/top
FashionMnist_579,"Space station orbiting a purple planet, stars swirling around it",low quality,1.5,3, T-shirt/top, Pullover, Coat, Coat, T-shirt/top
FashionMnist_580,A fields of golden wheat swaying in the breeze under a blue sky,low quality,1.5,8, Ankle boot, T-shirt/top, No illusion, Ankle boot, Bag
FashionMnist_581,Eerie hospital corridor with shattered glass and flickering lights,low quality,1.5,7, Bag, Ankle boot, Coat, Bag, Sneaker
FashionMnist_582,A fantasy castle with a moat and drawbridge,low quality,1.5,6, Coat, T-shirt/top, Coat, No illusion, T-shirt/top
FashionMnist_583,Rainbow appearing after a summer rainstorm,low quality,1.5,7, Ankle boot, Coat, No illusion, Ankle boot, Sneaker
FashionMnist_584,Wild horses running free in windswept grasslands,low quality,1.5,9, Pullover, Sneaker, Sneaker, Sneaker, Sneaker
FashionMnist_585,Birds singing harmoniously at dawn,low quality,1.5,3, Bag, T-shirt/top, Sandal, Pullover, Trouser
FashionMnist_586,Sparkling diamond dusting freshly fallen snow,low quality,1.5,4, T-shirt/top, T-shirt/top, Coat, Ankle boot, T-shirt/top
FashionMnist_587,A misty forest clearing with sunlight filtering through the canopy,low quality,1.5,6, Sneaker, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_588,A bustling city street with neon lights and bustling crowds,low quality,1.5,6, Sneaker, Trouser, Pullover, Trouser, T-shirt/top
FashionMnist_589,A rocky landscape with an ancient sword in the foreground,low quality,1.5,5, Sandal, Shirt, Sandal, No illusion, T-shirt/top
FashionMnist_590,"Sunbeams filter through forest leaves, river winds through mountains, birds dance around",low quality,1.5,0, No illusion, Trouser, Bag, No illusion, T-shirt/top
FashionMnist_591,Moon setting behind rolling sand dunes in early dawn light,low quality,1.5,1, Trouser, Trouser, Sandal, No illusion, Trouser
FashionMnist_592,"Gentle waves meet volcanic cliffs, stars twinkle above",low quality,1.5,1, Sandal, Coat, Coat, Ankle boot, T-shirt/top
FashionMnist_593,A fox running through a field of flowers,low quality,1.5,5, Sneaker, No illusion, Dress, Ankle boot, Ankle boot
FashionMnist_594,Old stone bridge over crystal clear mountain stream,low quality,1.5,9, Sneaker, Ankle boot, No illusion, Ankle boot, Ankle boot
FashionMnist_595,Tranquil forest with birds singing in the canopy,low quality,1.5,4, Pullover, Coat, Bag, Trouser, Dress
FashionMnist_596,"Sunsets over sand dunes, shadows stretch, silence blankets the desert",low quality,1.5,6, No illusion, Bag, Sandal, Ankle boot, T-shirt/top
FashionMnist_597,A quaint village blanketed in winter snow with twinkling lights,low quality,1.5,5, Coat, Ankle boot, Coat, Coat, Shirt
FashionMnist_598,Lion pride resting under acacia tree,low quality,1.5,7, Sandal, Sneaker, Sandal, Ankle boot, Sneaker
FashionMnist_599,A rugged canyon carved by a winding river,low quality,1.5,8, No illusion, T-shirt/top, No illusion, No illusion, Shirt
FashionMnist_600,"A vibrant sunset paints the mountains in shades of gold, casting long shadows",low quality,1.5,1, No illusion, Pullover, No illusion, T-shirt/top, Sandal
