image_name,Pprompt,Nprompt,illusion_strength,label,LLaVa_Mnist_ill_images,LLaVa_Mnist_illusion_images_filtered,LLaVa_Mnist_illusionless_images,LLaVa_Mnist_illusionless_images_filtered,LLaVa_Mnist_raw_images
Mnist_418,A vast expanse of desert dunes at sunset,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_419,"A quaint cottage in a flower-filled meadow, surrounded by hills",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_420,Green sea turtle hatchlings scrambling towards ocean,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_421,A peaceful cabin under a cliff overlooking a lake,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_422,A starry night sky with the Milky Way visible,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_423,A sunset by the mountains,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_424,Modern city apartment with large windows over looking city skyline,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_425,Blue whale sounding deeply,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_426,"Serene underwater city bathed in bioluminescent light, creatures floating gracefully",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_427,A desert with camels and pyramids,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_428,Sunrise over a misty lavender field,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_429,A spooky haunted house with creaking doors and ghostly figures,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_430,Total lunar eclipse painting blood-red moon,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_431,"Eerie shadows shift through abandoned structures, sunlight peeking through dusty windows",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_432,"Volcanic mountains erupt in waves of fire, glowing rivers flow through valleys below",low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_433,A serene lake reflecting the fiery colors of a setting sun,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_434,"Neon river flowing through a futuristic city, reflecting towering structures",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_435,Tranquil lake in a forest with snow capped mountains,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_436,"A forgotten shipwrecked beneath the waves, silhouetted against the moonlit ocean",low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_437,Clear blue skies meeting cerulean ocean,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_438,A bustling marketplace with colorful stalls and people bartering,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_439,A vast meadow with blooming flowers and a river flowing through,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_440,A sunny meadow with purple flowers and green grass,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_441,Autumn leaves drifting slowly down,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_442,A starlit sky above a tranquil lake reflecting the moon,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_443,"Crystal river cuts through granite canyon, sunlight reflects off water, rainbow emerges",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_444,Surreal Antelope Canyon slot canyons in Arizona,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_445,Sun-drenched wasteland with shattered robots and crumbling structures,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_446,"A beach with umbrella, sun and ocean",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_447,"A vast, green meadow with wildflowers and a rainbow",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_448,"Eerie silence hangs over abandoned home, moon bathes decaying relics in silver light",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_449,A serene meadow dotted with blooming wildflowers,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_450,A futuristic city with skyscrapers and flying cars,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_451,A mystical cave entrance shrouded in darkness,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_452,A time-worn pirate ship adrift at sea,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_453,"Starlight spills over snow-covered mountains, lone cabin huddled in valley below",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_454,A magnificent ice hotel made entirely of snow,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_455,A forest with tall trees and a babbling brook,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_456,"Sun washes over river's surface, birds soar through canyon glow, sunlight filters through trees",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_457,A colorful meadow with a flowing river and vibrant hot air balloons,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_458,"Golden sunrise paints horizon, vast desert landscape, dunes shift in the gentle breeze",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_459,A dense forest with lofty mountains and a meandering river,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_460,A victorian-era tea party set in idyllic countryside,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_461,Desert valley with birds circling above,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_462,A serene temple nestled in the heart of a tranquil garden,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_463,"Gentle waves crash against sandy shores, moonlight reflects on sparkling water",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_464,Tranquil mountains overlooking a lush jungle and flowing river,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_465,A meadow with a mountain and a castle,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_466,A dense fog rolling over a dark and mysterious forest,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_467,Rainbow appearing after a summer rainstorm,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_468,A romantic candlelit dinner under the stars,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_469,"A beach with waves, sand, and palm trees",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_470,Sandy dunes meet turquoise seas under a stormy sky,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_471,A magical garden filled with talking animals and sparkling flowers,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_472,A meteor shower above a lake,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_473,"Golden light paints meadow grass, mountains rise imposingly, river reflects rainbow hues",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_474,Cobbled street lined with ivy-clad buildings,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_475,A starry night sky with constellations glowing,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_476,A serene lake surrounded by blooming cherry trees,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_477,A grand cathedral with intricate stained glass windows and spires,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_478,Surreal Antelope Canyon slot canyons in Arizona,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_479,A field of sunflowers at sunrise,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_480,A majestic palace with gilded gates and marble columns,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_481,A rocky desert landscape with towering sand dunes and a blazing sun,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_482,A rustic farmhouse surrounded by fields of wheat,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_483,A futuristic city with flying cars and towering skyscrapers,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_484,A bustling city street at night,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_485,"Gentle waves lap rocky beach, seagulls soar above, salty air fills the scent",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_486,A city in the sky with flying cars,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_487,Galaxy with supernova explosion,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_488,A lush vineyard stretching over rolling hills,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_489,A spaceship flying through a wormhole,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_490,A snowy mountain peak under starry night sky,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_491,Cougar (Puma) surveying territory from lofty vantage point,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_492,A sunny meadow with purple flowers and green grass,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_493,Glowing fungi illuminate a decaying castle under a moonlit forest,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_494,"Starry sea reflects on metallic waves, futuristic city emerging from the depths",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_495,A cheerful family reunion bringing loved ones together,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_496,A verdant jungle with towering mountains and a winding river,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_497,A futuristic city with skyscrapers and flying cars,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_498,A distant futuristic city with floating buildings,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_499,A colorful hot air balloon floating over patchwork fields,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_500,A misty forest clearing with sunlight filtering through the canopy,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_501,"A lone astronaut adrift in the stars, constellations forming a path",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_502,An ancient city in the desert,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_503,Snowy owl perched on frozen tree branch,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_504,Leopard lounging in tree branches,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_505,A forest with tall trees and a flowing river,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_506,A lone sailboat drifting peacefully on calm waters,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_507,A colossal city covered in smog,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_508,"Vast expanse meets mountain lake, sunlight paints ripples, birds gently awake",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_509,Vibrant hot air balloons floating over green hills,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_510,"Steam-powered city beneath a stormy sky, robots and gears silhouetted",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_511,A bustling marketplace filled with colorful fruits and spices,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_512,Leopard lounging in tree branches,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_513,"Neon lights dance on water wave, futuristic hovercraft glides above city",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_514,"A vast, lush jungle with mist-shrouded mountains and a winding river",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_515,A starry night in a forest with a lake,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_516,Bioluminescent bay glowing under starlit skies,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_517,A bustling city street filled with colorful shops and pedestrians,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_518,A quaint seaside town with fishing boats bobbing in the harbor,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_519,Aurora borealis dancing above Arctic Circle,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_520,Magnolia tree in full bloom,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_521,A rustic barn surrounded by fields of golden wheat,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_522,A field of sunflowers at sunrise,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_523,A vast desert with dunes and a lone camel,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_524,A classic car driving along a coastal highway,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_525,A magical fairytale forest filled with unicorns,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_526,"Vast ocean meets rocky cliffs, waves crash and spray, vibrant sunset paints the sky",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_527,A tranquil Japanese garden with koi fish swimming lazily,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 3
Mnist_528,A field of sunflowers at sunrise,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_529,A serene lake surrounded by blooming cherry trees,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_530,Wolf pack howling at full moon,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_531,A field of poppies swaying in the breeze under a clear sky,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_532,"Frozen lake frozen over, snow-covered mountains reflected in the surface",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_533,Fox darting through pristine snow,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_534,A cozy New Year's Eve toast at midnight,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_535,"Sunset over calm ocean, with silhouette of palm trees",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_536,A cozy cabin nestled in a snowy forest clearing,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_537,A serene meadow with wildflowers and a gentle breeze,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_538,Rhinos charging through savannah,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_539,Brown bear catching salmon in Alaska's rivers,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_540,A girl playing volleyball on a beach,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_541,Morning dew droplets hanging on spider web,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_542,"Meticulous patterns form in the falling leaves, sunlight illuminating the forest floor",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_543,An alien landscape with strange rock formations and glowing plants,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_544,A mystical moonlit forest with glowing fireflies and unseen creatures,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_545,"Serene lake reflects towering mountains, sunlight dances on ripples, peaceful atmosphere",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_546,Two friends hiking on a mountain during sunset,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_547,A charming vineyard with rows of grapevines stretching towards the horizon,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_548,A creepy abandoned asylum with boarded up windows and rusted gates,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_549,"Mountain lake reflection, snow-capped peaks glow, birds flutter above the calm surface",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_550,A peaceful lakeside campfire surrounded by friends and laughter,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_551,A sunrise in the savanna,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_552,Vibrant hot air balloons floating over green hills,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_553,Crocodile basking in tropical sunshine,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_554,A vast expanse of desert dunes at sunset,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_555,"Neon lights illuminate futuristic robots, reflection shimmering on crystalline lake",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_556,A vast savannah dotted with grazing zebras,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_557,"Neon rays illuminate a futuristic city, reflecting off robots and sleek structures",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_558,Rolling green hills and a river flowing through,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_559,A sunrise in the savanna,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_560,Reindeer racing through frozen taiga,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_561,A starry night over a tranquil lake,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_562,A delightful baby shower expecting new arrival,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_563,A sunset over a golden wheat field,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_564,A rocky desert landscape with towering sand dunes and a blazing sun,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_565,An ancient city in the desert,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_566,Serene forest with sparkling river and majestic mountains,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_567,"Sunbeams filter through forest canopy, river winds through valleys, birds chirp merrily",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_568,"Mountain meadow bathed in morning mist, river whispers below",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_569,A peaceful sunset over the lake with mountains and trees,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_570,A starlit sky above a tranquil lake reflecting the moon,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_571,"Sun illuminates untouched forest, sunlight filtering through vibrant foliage",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_572,"Cyber vines crawl through metal trees, reflections shimmer on artificial seas, birds cast neon hues",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_573,A field of vibrant sunflowers stretching towards the horizon,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_574,A small house near seashore,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_575,"Eerie silence fills the ancient temple grounds, moonlight illuminating dusty statues",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_576,A girl with a cat and a dog in front of a beach,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_577,A group of explorers in an ancient jungle,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_578,Two friends hiking on a mountain during sunset,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_579,"Neon lights illuminate futuristic robots, reflection shimmering on crystalline lake",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_580,Golden leaf autumn canopy covering ground,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_581,"Spiral staircase ascends tree-covered hill, sunlight filters through leaves in golden rays",low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_582,Lion pride resting under acacia tree,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_583,A vast expanse of desert dunes at sunset,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_584,A field of blooming sunflowers swaying in the wind,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_585,A dirt path leading through a lush forest,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_586,Blue whale sounding deeply,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_587,A peaceful countryside scene with grazing sheep and rolling hills,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_588,Elegant peacock spreading tail feathers wide open,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_589,"Neon glow illuminates futuristic robot, star spackling behind glowing eyes",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_590,"Ancient tree roots intertwining across the moonlit forest floor, moonlight filtering through branches",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_591,A beautiful sunset at a beach with ocean waves,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_592,A romantic candlelit dinner under the stars,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_593,Two friends hiking on a mountain during sunset,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_594,A charming cottage covered in ivy,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_595,Colorful coral reef teeming with exotic marine life,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_596,A cozy bookstore with shelves overflowing with books,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_597,Walrus haulout on icy coastline,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_598,Rhinos charging through savannah,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_599,Buffalo thundering across Great Plains,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_600,A beautiful sunset over a tranquil lake,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_601,A majestic waterfall plunging into a misty abyss,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_602,Tropical storm forming off distant Caribbean island,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_603,"A vibrant forest glows with bioluminescent light, revealing glowing mushrooms and paths",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_604,A Kwanzaa celebration honoring heritage,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_605,"Steam-powered city beneath a stormy sky, robots and gears silhouetted",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_606,"Ancient trees reach for the stars, sunlight filters through branches, river flows silently",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_607,A Chinese New Year Lion Dance welcoming prosperity,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_608,Cypress-lined lake reflects moonlight over granite cliffs,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_609,"Sunbeams break through forest canopy, river flows calmly, birds flit between branches",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_610,A grand palace with ornate golden gates and pillars,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_611,A fog-enshrouded swamp filled with ominous croaks,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_612,"Mountain meadow bathed in morning mist, river whispers below",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_613,A bustling marketplace with colorful stalls and people bartering,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_614,Lemur swinging nimbly through Madagascar's deciduous forests,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_615,A giant robot overlooking a city at night,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_616,A misty forest with a waterfall,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_617,A field of sunflowers with bees collecting pollen from the blooms,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_618,A starry night sky over a calm ocean,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_619,"A lone astronaut adrift in the stars, constellations forming a path",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_620,**Scene:** A tranquil valley with a winding river and lush greenery,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_621,"A vibrant forest glows with bioluminescent light, revealing glowing mushrooms and paths",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_622,A quaint seaside town with colorful fishing boats,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_623,Majestic castle standing proudly on cliffside,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_624,"Eerie silence fills the ancient temple grounds, moonlight illuminating dusty statues",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_625,A magnificent sunset over the ocean with sailboats,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_626,Palm fringed beach paradise,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_627,"Vast clouds of light surround a lone figure, searching for something in the endless darkness",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_628,"Sun sets over volcanic mountains, glowing lava reflects on river surface",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 4'
